step,sim_time,env_id,prismz,prismx,RevoluteJoint,q1_left,q1_right,q2_left,q2_right
240,1.1999999999999964,0,0.31758177,-1.9444127,-0.069812775,0.14262113,1.2149107,-0.046853203,-1.4875664
241,1.2049999999999963,0,0.32005376,-1.8931237,0.034870695,0.038185593,1.0646883,-0.24400406,-1.2513309
242,1.2099999999999962,0,0.34007493,-1.8972596,0.017946709,-0.039476626,0.87143683,-0.38482076,-1.0006831
243,1.214999999999996,0,0.37851024,-1.9089104,-0.012322823,-0.062653914,0.6718016,-0.44537285,-0.7568697
244,1.219999999999996,0,0.3760871,-1.9283549,-0.0021932696,-0.077306494,0.49452952,-0.4630606,-0.54716307
245,1.2249999999999959,0,0.34964165,-1.9406874,0.021193016,0.033048656,0.3114111,-0.66102123,-0.3114547
246,1.2299999999999958,0,0.33535674,-1.960884,0.034921903,0.07733135,0.13164982,-0.7700667,-0.06757188
247,1.2349999999999957,0,0.33399203,-1.9945092,0.034905244,0.09120408,-0.052875806,-0.8106191,0.18587479
248,1.2399999999999956,0,0.34752062,-2.0309503,0.034906887,0.09617834,-0.2403172,-0.8256215,0.43500084
249,1.2449999999999954,0,0.3827786,-2.082661,-0.012763724,-0.08673422,-0.13557556,-0.62549055,0.67625666
250,1.2499999999999953,0,0.41999114,-2.1353526,-0.069870435,-0.28298613,0.05406775,-0.4253788,0.91387796
251,1.2549999999999952,0,0.41999993,-2.1579232,-0.0698198,-0.37998962,0.2500498,-0.23030375,1.1636316
252,1.2599999999999951,0,0.42,-2.1804922,-0.069315396,-0.41303006,0.4498139,-0.12965734,1.4137572
253,1.264999999999995,0,0.4199967,-2.183202,-0.00088326377,-0.58757544,0.63460785,-0.09580245,1.4999936
254,1.269999999999995,0,0.41999918,-2.1984572,0.03125512,-0.6625241,0.8350377,-0.083579406,1.4999979
255,1.2749999999999948,0,0.41999993,-2.2268953,0.031623807,-0.6884048,1.0334389,-0.0788284,1.4999992
256,1.2799999999999947,0,0.41983187,-2.2593973,0.024859412,-0.700951,1.2219298,-0.07746115,1.4999417
257,1.2849999999999946,0,0.4135551,-2.2776058,0.033823848,-0.5381358,1.0601698,0.053907234,1.4998573
258,1.2899999999999945,0,0.403497,-2.3317947,-0.070819885,-0.37710226,0.88281935,-0.0031460186,1.49988
259,1.2949999999999944,0,0.39108515,-2.3322408,-0.069838,-0.29088354,0.7072345,-0.09319124,1.4996911
260,1.2999999999999943,0,0.37135264,-2.3139176,-0.06983171,-0.16858186,0.5190388,-0.18905869,1.4997346
261,1.3049999999999942,0,0.36233625,-2.263805,0.019509606,-0.33749732,0.31581932,-0.021409426,1.4999493
262,1.309999999999994,0,0.3685423,-2.2497272,0.0349066,-0.50441474,0.13251069,0.17670058,1.5
263,1.314999999999994,0,0.4011874,-2.245263,0.03482514,-0.70355946,-0.06751128,0.37677947,1.4999999
264,1.3199999999999938,0,0.41999954,-2.2400017,0.034906607,-0.89926594,-0.26768863,0.5767038,1.4999998
265,1.3249999999999937,0,0.42,-2.261645,-0.0630721,-1.0952816,-0.11978302,0.77687037,1.2510483
266,1.3299999999999936,0,0.41944888,-2.2385523,-0.06922349,-1.2217305,0.062000696,0.93165827,1.0020548
267,1.3349999999999935,0,0.42,-2.2053115,-0.062518105,-1.2217302,0.2589687,1.1317937,0.7521169
268,1.3399999999999934,0,0.42,-2.1696196,-0.049445003,-1.2217305,0.45595577,1.3319751,0.5021883
269,1.3449999999999933,0,0.41999996,-2.1325142,-0.030192086,-1.2217305,0.65169626,1.4999999,0.25223455
270,1.3499999999999932,0,0.42,-2.0956783,-0.004140961,-1.2217305,0.8488084,1.4999999,0.0022521121
271,1.354999999999993,0,0.42,-2.0603464,0.021979967,-1.2217305,1.0465399,1.4999998,-0.24778686
272,1.359999999999993,0,0.41962746,-2.0325952,0.03460965,-1.2217373,1.2214075,1.4999998,-0.4709674
273,1.3649999999999929,0,0.42,-2.0148134,0.034839526,-1.2217305,1.0424421,1.4999998,-0.22180352
274,1.3699999999999928,0,0.41999996,-1.9997053,0.033356994,-1.2217306,0.84212244,1.4999998,0.026613675
275,1.3749999999999927,0,0.42,-1.986701,0.030081032,-1.2217305,0.6417662,1.4999999,0.27490598
276,1.3799999999999926,0,0.42,-1.9753705,0.02548326,-1.2217304,0.4413835,1.4999998,0.52319795
277,1.3849999999999925,0,0.41997787,-1.963196,0.034807734,-1.2217234,0.25244203,1.4272454,0.29203027
278,1.3899999999999924,0,0.41021997,-1.9628073,0.03483283,-1.2217332,0.15110783,1.4000846,0.39453545
279,1.3949999999999922,0,0.39237595,-1.9806861,0.0348365,-1.2217284,0.035893742,1.3901105,0.46365243
280,1.3999999999999921,0,0.37556082,-2.0137413,0.03490696,-1.2217441,-0.109982364,1.3864149,0.52555263
281,1.404999999999992,0,0.35740817,-2.0761414,-0.06314842,-1.2217305,0.050163355,1.3845963,0.37003377
282,1.409999999999992,0,0.3502934,-2.0963597,-0.06981178,-1.2217305,0.23129062,1.3833271,0.12562764
283,1.4149999999999918,0,0.3642901,-2.1110008,-0.06974747,-1.2217252,0.42383742,1.3831929,-0.13071856
284,1.4199999999999917,0,0.38343078,-2.1145256,-0.069808684,-1.2217305,0.6182425,1.3830779,-0.38072854
285,1.4249999999999916,0,0.42,-2.1173015,-0.0662398,-1.2217302,0.81330955,1.3828746,-0.6294823
286,1.4299999999999915,0,0.42,-2.1167195,-0.052180827,-1.2217306,1.0111824,1.382925,-0.87974197
287,1.4349999999999914,0,0.42,-2.1160214,-0.034194395,-1.2217307,1.2103138,1.3829234,-1.1299733
288,1.4399999999999913,0,0.4199842,-2.100692,0.034287542,-1.2217447,1.221855,1.3832401,-1.3656077
289,1.4449999999999912,0,0.42,-2.1163864,0.02507317,-1.2217305,1.2217157,1.3831077,-1.5009832
290,1.449999999999991,0,0.42,-2.1327813,0.010134546,-1.2217305,1.2217174,1.3830098,-1.5009831
291,1.454999999999991,0,0.41999996,-2.1493201,-0.005154019,-1.2217305,1.2217183,1.3829727,-1.5009832
292,1.4599999999999909,0,0.42,-2.1656744,-0.019995144,-1.2217305,1.2217193,1.3829587,-1.5009831
293,1.4649999999999908,0,0.42,-2.181525,-0.033616725,-1.2217305,1.2217201,1.3829534,-1.5009831
294,1.4699999999999906,0,0.42,-2.1965845,-0.045312725,-1.2217305,1.2217209,1.382951,-1.5009832
295,1.4749999999999905,0,0.42,-2.2106063,-0.05448037,-1.2217306,1.2217215,1.3829491,-1.5009834
296,1.4799999999999904,0,0.42,-2.223397,-0.060649995,-1.2217306,1.221722,1.382949,-1.5009832
297,1.4849999999999903,0,0.42,-2.2348273,-0.06350658,-1.2217306,1.2217221,1.382949,-1.5009834
298,1.4899999999999902,0,0.42,-2.2448409,-0.0629048,-1.2217306,1.2217221,1.382949,-1.5009834
299,1.4949999999999901,0,0.42,-2.25345,-0.05887507,-1.2217306,1.2217219,1.3829488,-1.5009832
300,1.49999999999999,0,0.42,-2.2607365,-0.051622316,-1.2217306,1.2217214,1.3829488,-1.5009832
301,1.50499999999999,0,0.41999996,-2.2668517,-0.04151752,-1.2217306,1.2217208,1.3829492,-1.5009832
302,1.5099999999999898,0,0.42,-2.272008,-0.029079271,-1.2217306,1.22172,1.3829495,-1.5009832
303,1.5149999999999897,0,0.42,-2.2764657,-0.014949903,-1.2217306,1.2217191,1.3829495,-1.5009831
304,1.5199999999999896,0,0.41999996,-2.280529,0.00013745124,-1.2217306,1.2217182,1.3829495,-1.5009832
305,1.5249999999999895,0,0.41999984,-2.2783966,0.03490099,-1.2217307,1.0445476,1.3961517,-1.2524645
306,1.5299999999999894,0,0.42,-2.29262,0.034903686,-1.2217305,0.8447637,1.4009193,-1.0027002
307,1.5349999999999893,0,0.4197064,-2.308166,0.034979105,-1.2217381,0.6471606,1.4026302,-0.7528946
308,1.5399999999999892,0,0.384498,-2.327419,0.0348827,-1.2217315,0.50130975,1.4032688,-0.5432079
309,1.544999999999989,0,0.35017642,-2.362486,0.0042778207,-1.0311437,0.333248,1.2037191,-0.32105225
310,1.549999999999989,0,0.3325561,-2.3880796,0.006085371,-0.835014,0.14309885,1.004576,-0.0882429
311,1.5549999999999888,0,0.33212,-2.406928,0.028811129,-0.63688946,-0.051670138,0.8054816,0.16461363
312,1.5599999999999887,0,0.34650743,-2.4339614,0.034906797,-0.4380439,-0.2321078,0.6206303,0.4195195
313,1.5649999999999886,0,0.34169042,-2.4723322,0.016787052,-0.35053515,-0.4190747,0.46596885,0.6673306
314,1.5699999999999885,0,0.33248144,-2.5039015,0.02311719,-0.31444868,-0.6203639,0.31395823,0.9093504
315,1.5749999999999884,0,0.33200237,-2.5388598,0.03493757,-0.29985264,-0.8152849,0.1605414,1.1537402
316,1.5799999999999883,0,0.3448904,-2.5840123,0.034454968,-0.29790887,-1.0152019,-0.027881918,1.4004087
317,1.5849999999999882,0,0.36620995,-2.6479979,-0.006908139,-0.48512813,-0.8836706,0.17226504,1.1490729
318,1.589999999999988,0,0.4149381,-2.7160347,-0.06487938,-0.6848045,-0.68458056,0.34959492,0.89886457
319,1.594999999999988,0,0.40416038,-2.7566361,-0.06985187,-0.8793558,-0.549869,0.42508745,0.65426266
320,1.5999999999999879,0,0.37246916,-2.776871,-0.06982704,-0.9846267,-0.3975849,0.4525909,0.41998374
321,1.6049999999999878,0,0.3458349,-2.7824488,-0.069804326,-0.8305489,-0.2104428,0.25617668,0.19626087
322,1.6099999999999877,0,0.3338153,-2.7795656,-0.06980084,-0.63810307,-0.019153852,0.056829117,-0.040388685
323,1.6149999999999876,0,0.33694273,-2.7664845,-0.0698471,-0.45822033,0.16891813,-0.14183232,-0.27379885
324,1.6199999999999875,0,0.3579919,-2.7419477,-0.051417228,-0.26385343,0.27729058,-0.3419381,-0.51932025
325,1.6249999999999873,0,0.39402393,-2.7118967,0.034836136,-0.3900219,0.24756531,-0.14234743,-0.76579124
326,1.6299999999999872,0,0.41999832,-2.7380624,0.029808357,-0.5849393,0.22116679,0.05011873,-1.0006714
327,1.6349999999999871,0,0.4199996,-2.767157,0.017174559,-0.78444076,0.21326552,0.25026166,-1.1106442
328,1.639999999999987,0,0.41999784,-2.8006687,-0.014799166,-0.93360424,0.21335582,0.45035052,-1.1508219
329,1.644999999999987,0,0.41999084,-2.841835,-0.06986963,-0.93738085,0.23646493,0.2502441,-1.2395135
330,1.6499999999999868,0,0.41999924,-2.8563285,-0.06539097,-0.93551254,0.24773209,0.070499,-1.2721542
331,1.6549999999999867,0,0.41999987,-2.8678777,-0.0556802,-0.9345697,0.2517008,-0.0073320917,-1.2842169
332,1.6599999999999866,0,0.42,-2.8764565,-0.039744817,-0.9339457,0.25297204,-0.03602116,-1.2886912
333,1.6649999999999865,0,0.42,-2.886264,-0.021597998,-0.75202435,0.07167477,-0.23559242,-1.0392768
334,1.6699999999999864,0,0.42,-2.8997614,-0.022565113,-0.5556582,-0.03165542,-0.43440595,-0.89506674
335,1.6749999999999863,0,0.42,-2.9047453,-0.003009032,-0.4538617,-0.06983645,-0.6343205,-0.8419015
336,1.6799999999999862,0,0.41999966,-2.9027987,0.034906354,-0.4187092,-0.081502855,-0.80029577,-0.82197785
337,1.684999999999986,0,0.4199994,-2.930545,0.034873687,-0.5672544,-0.26003522,-0.60253906,-0.5729498
338,1.689999999999986,0,0.4199999,-2.9663384,0.012681361,-0.7589795,-0.38468847,-0.40283546,-0.33022568
339,1.6949999999999859,0,0.42,-3.003504,-0.022379111,-0.9561239,-0.42830896,-0.20281675,-0.20675604
340,1.6999999999999857,0,0.42,-3.0365007,-0.053603373,-1.15469,-0.44402143,-0.0027124707,-0.16113466
341,1.7049999999999856,0,0.41907296,-3.0515616,-0.06499377,-1.2217338,-0.25636113,-0.20014971,-0.40976924
342,1.7099999999999855,0,0.41999924,-3.0449028,-0.022247251,-1.2217326,-0.13391712,-0.39958546,-0.6592343
343,1.7149999999999854,0,0.41999885,-3.0350633,0.034910347,-1.2217312,-0.087689064,-0.591454,-0.8670581
344,1.7199999999999853,0,0.41999978,-3.049471,0.034907367,-1.221725,-0.074529216,-0.7906125,-0.95086044
345,1.7249999999999852,0,0.42,-3.0713243,0.026484275,-1.0402116,-0.24609604,-0.9901489,-0.70058006
346,1.729999999999985,0,0.42,-3.0879798,0.029023195,-0.8400254,-0.4461737,-1.1897036,-0.45069027
347,1.734999999999985,0,0.4199979,-3.1016805,0.033484276,-0.6399042,-0.6418572,-1.3881072,-0.20111616
348,1.739999999999985,0,0.41999945,-3.1259003,0.001264514,-0.44033188,-0.74218196,-1.5009831,0.0487783
349,1.7449999999999848,0,0.4199971,-3.1365323,0.006712452,-0.24593379,-0.9320247,-1.5009831,0.29883468
350,1.7499999999999847,0,0.41999975,-3.1540751,-0.01600127,-0.04574162,-1.026344,-1.5009832,0.5452988
351,1.7549999999999846,0,0.4199999,-3.173614,-0.047070626,0.1543823,-1.0590557,-1.5009831,0.67890406
352,1.7599999999999845,0,0.41999292,-3.1896844,-0.06982532,0.35186458,-1.0721668,-1.500983,0.728127
353,1.7649999999999844,0,0.42,-3.187051,-0.023527818,0.21756254,-0.89576495,-1.3011429,0.47649258
354,1.7699999999999843,0,0.42,-3.1797874,0.034982212,0.029830748,-0.7204075,-1.1028914,0.22857644
355,1.7749999999999841,0,0.42,-3.2029295,0.03491776,-0.1604807,-0.65640646,-0.90336674,-0.021582926
356,1.779999999999984,0,0.41999993,-3.226904,0.034907997,-0.35851938,-0.63527375,-0.7034022,-0.17503895
357,1.784999999999984,0,0.42,-3.2643507,-0.018201571,-0.21292159,-0.78802276,-0.90306365,0.075624794
358,1.7899999999999838,0,0.42,-3.2966511,-0.0653992,-0.012781253,-0.98789644,-1.1031494,0.32556605
359,1.7949999999999837,0,0.42,-3.308029,-0.06826828,0.18133149,-1.1857742,-1.3031532,0.5692203
360,1.7999999999999836,0,0.42,-3.314644,-0.06952987,0.36852315,-1.2217308,-1.4988216,0.7991865
361,1.8049999999999835,0,0.41999492,-3.28848,0.035201814,0.2165788,-1.2201662,-1.2999767,1.0175564
362,1.8099999999999834,0,0.41999993,-3.3079238,0.0349049,0.048987113,-1.2217304,-1.1028515,1.2542008
363,1.8149999999999833,0,0.4199827,-3.3286126,0.03497915,-0.14829032,-1.2215028,-0.9030486,1.5000191
364,1.8199999999999832,0,0.41999996,-3.3520858,0.034905538,-0.34375006,-1.2217306,-0.7032663,1.4999998
365,1.824999999999983,0,0.41999993,-3.3780174,0.03490459,-0.5392466,-1.2217305,-0.5039053,1.25225
366,1.829999999999983,0,0.41999996,-3.4032726,0.03490415,-0.7354654,-1.2217306,-0.30401212,1.0020405
367,1.8349999999999829,0,0.4199999,-3.427339,0.034903903,-0.9316684,-1.2217307,-0.10412134,0.75182134
368,1.8399999999999828,0,0.41999993,-3.4498167,0.034903668,-1.128024,-1.2217308,0.0957701,0.5016461
369,1.8449999999999827,0,0.41926146,-3.502455,-0.06963696,-0.9728591,-1.2217301,-0.10346572,0.7396209
370,1.8499999999999825,0,0.42,-3.509462,-0.067490995,-0.78326935,-1.2217305,-0.3021275,0.9893773
371,1.8549999999999824,0,0.41999996,-3.5089164,-0.051614534,-0.5831704,-1.2217305,-0.5020338,1.2391444
372,1.8599999999999823,0,0.41999996,-3.501487,-0.0224452,-0.3830422,-1.2217306,-0.7016902,1.4889567
373,1.8649999999999822,0,0.41999996,-3.4950466,0.034906603,-0.512815,-1.0664561,-0.50248605,1.2441385
374,1.8699999999999821,0,0.42,-3.5131233,0.034906592,-0.7091933,-0.8680728,-0.3025933,0.993842
375,1.874999999999982,0,0.41598925,-3.530866,0.026648263,-0.90426004,-0.689595,-0.103153236,0.769472
376,1.879999999999982,0,0.38951015,-3.566933,-0.049149662,-1.1016152,-0.50812036,0.096591644,0.59199864
377,1.8849999999999818,0,0.37806788,-3.5851364,-0.06638727,-1.2217305,-0.64593655,0.28870285,0.84258217
378,1.8899999999999817,0,0.38653415,-3.5956779,-0.0677186,-1.2217298,-0.8435995,0.48269165,1.0873266
379,1.8949999999999816,0,0.42,-3.6032808,-0.06600051,-1.2216982,-1.0435795,0.68280417,1.336519
380,1.8999999999999815,0,0.41999748,-3.599465,-0.039175782,-1.2217306,-1.221654,0.88195187,1.5000033
381,1.9049999999999814,0,0.42,-3.60812,-0.05089793,-1.2217307,-1.2217302,1.082099,1.5
382,1.9099999999999813,0,0.42,-3.6114392,-0.04971966,-1.2217305,-1.2217305,1.2822666,1.4999999
383,1.9149999999999812,0,0.42,-3.6094973,-0.03559824,-1.2217305,-1.2217304,1.4824382,1.5
384,1.919999999999981,0,0.42,-3.6025836,-0.0038905574,-1.2217305,-1.2217301,1.4999999,1.5
385,1.924999999999981,0,0.42,-3.59284,0.035020575,-1.2216593,-1.2218521,1.5,1.4999474
386,1.9299999999999808,0,0.41999996,-3.6036956,0.023864675,-1.2217304,-1.2217299,1.4999998,1.5
387,1.9349999999999807,0,0.42,-3.6112158,0.020795627,-1.2217304,-1.22173,1.4999998,1.4999999
388,1.9399999999999806,0,0.41999996,-3.6153526,0.02594253,-1.2217304,-1.22173,1.4999998,1.4999999
389,1.9449999999999805,0,0.42,-3.6182244,0.034150768,-1.2217306,-1.2217298,1.4999999,1.5
390,1.9499999999999804,0,0.42,-3.6242993,0.034589622,-1.2217304,-1.2217298,1.4999999,1.4999999
391,1.9549999999999803,0,0.41999993,-3.630426,0.034902923,-1.2217306,-1.2217281,1.4999999,1.4999983
392,1.9599999999999802,0,0.41999993,-3.6366796,0.034902923,-1.2217306,-1.2217281,1.4999999,1.4999983
393,1.96499999999998,0,0.41999993,-3.6429334,0.034902923,-1.2217306,-1.2217281,1.4999999,1.4999983
394,1.96999999999998,0,0.41999993,-3.649187,0.034902923,-1.2217306,-1.2217281,1.4999999,1.4999983
395,1.9749999999999799,0,0.41999993,-3.6554408,0.034902923,-1.2217306,-1.2217281,1.4999999,1.4999983
396,1.9799999999999798,0,0.41999993,-3.6616945,0.034902923,-1.2217306,-1.2217281,1.4999999,1.4999983
397,1.9849999999999797,0,0.41999993,-3.6679482,0.034902923,-1.2217306,-1.2217281,1.4999999,1.4999983
398,1.9899999999999796,0,0.41999993,-3.674202,0.034902923,-1.2217306,-1.2217281,1.4999999,1.4999983
399,1.9949999999999795,0,0.41999993,-3.6804557,0.034902923,-1.2217306,-1.2217281,1.4999999,1.4999983
400,1.9999999999999793,0,0.41999993,-3.6867094,0.034902923,-1.2217306,-1.2217281,1.4999999,1.4999983
