run_name,fall_rate_percent,vel_rmse_x,vel_rmse_y,pos_rmse_x,pos_rmse_y
2025-06-30_10-23-05_env_rewards_clf_decreasing_condition_weight_-0p2_env_rewards_clf_reward_weight_10_env_rewards_holonomic_constraint_vel_weight_0p4_env_rewards_holonomic_constraint_weight_0p8,56.25,0.8099050521850586,0.7023805379867554,2.4956560134887695,1.35751211643219
