step,sim_time,env_id,prismz,prismx,RevoluteJoint,q1_left,q1_right,q2_left,q2_right,q1_left_ref,q2_left_ref,q1_right_ref,q2_right_ref
96,4.809999892488122,0,0.7145178318023682,-2.683647871017456,-1.3017748594284058,0.994796633720398,-0.03252732381224632,0.06971168518066406,1.500016689300537,nan,nan,nan,nan
97,4.859999891370535,0,0.8282650113105774,-2.709365129470825,-1.5257741212844849,1.1773827075958252,-0.22456993162631989,0.12802547216415405,1.4999995231628418,nan,nan,nan,nan
98,4.909999890252948,0,0.9548752903938293,-2.7119879722595215,-1.736903429031372,1.2217308282852173,-0.426084041595459,0.3074028789997101,1.499999761581421,nan,nan,nan,nan
99,4.959999889135361,0,1.0983332395553589,-2.694354772567749,-1.9348889589309692,1.2217307090759277,-0.6262792944908142,0.5075738430023193,1.4999995231628418,nan,nan,nan,nan
100,5.009999888017774,0,1.2537566423416138,-2.6597840785980225,-2.1390016078948975,1.22189199924469,-0.8222652673721313,0.7028001546859741,1.4997742176055908,nan,nan,nan,nan
101,5.0599998869001865,0,1.4045777320861816,-2.6144866943359375,-2.3457722663879395,1.2217947244644165,-1.0148988962173462,0.9269150495529175,1.4999375343322754,nan,nan,nan,nan
102,5.1099998857825994,0,1.4892327785491943,-2.601665496826172,-2.4730002880096436,1.2217321395874023,-1.2013155221939087,1.1230515241622925,1.4999231100082397,nan,nan,nan,nan
103,5.159999884665012,0,0.01484795194119215,-0.0020814414601773024,-0.01076255738735199,0.17795170843601227,-0.1808355450630188,-3.2657905268962395e-09,0.2510607838630676,nan,nan,nan,nan
104,5.234999882988632,0,0.057843513786792755,-0.00448497012257576,-0.022605087608098984,0.3779772222042084,-0.38090869784355164,-4.57330440184478e-09,0.5011867880821228,nan,nan,nan,nan
105,5.284999881871045,0,0.12653972208499908,-0.0017383595695719123,-0.017686408013105392,0.5079086422920227,-0.5607814192771912,1.152399349280131e-07,0.7414084076881409,nan,nan,nan,nan
106,5.3349998807534575,0,0.21031516790390015,-0.009247657842934132,-0.04691576212644577,0.4290941655635834,-0.416187584400177,4.428521105381833e-09,0.9742298722267151,nan,nan,nan,nan
107,5.3849998796358705,0,0.3155018389225006,-0.006616735830903053,-0.03462647646665573,0.22903551161289215,-0.21523204445838928,-1.3669655629655608e-08,0.7286373376846313,nan,nan,nan,nan
108,5.434999878518283,0,0.32914236187934875,0.025519413873553276,0.026442158967256546,0.1516796052455902,-0.07774796336889267,0.00010537055641179904,0.47528791427612305,nan,nan,nan,nan
109,5.484999877400696,0,0.3330710232257843,0.07714866101741791,0.13647988438606262,0.03810889273881912,0.014767266809940338,-0.00013265034067444503,0.22617696225643158,nan,nan,nan,nan
110,5.534999876283109,0,0.35142964124679565,0.12029267847537994,0.20957666635513306,0.03160739690065384,0.08396449685096741,-8.132343646138906e-05,1.3920282071921974e-05,nan,nan,nan,nan
111,5.584999875165522,0,0.3829492926597595,0.15346135199069977,0.23559260368347168,0.22315433621406555,0.07635227590799332,0.18576349318027496,7.352489046752453e-05,nan,nan,nan,nan
112,5.634999874047935,0,0.4083714187145233,0.19876252114772797,0.2770364284515381,0.31012678146362305,0.19359782338142395,0.3858816921710968,0.03301579877734184,nan,nan,nan,nan
113,5.684999872930348,0,0.47024908661842346,0.2720550000667572,0.4228047728538513,0.21663060784339905,0.18442775309085846,0.5792641043663025,2.2523670850205235e-05,nan,nan,nan,nan
114,5.734999871812761,0,0.5707435607910156,0.349779337644577,0.6057708263397217,0.17474393546581268,0.00891863089054823,0.770449161529541,8.20647755972459e-07,nan,nan,nan,nan
115,5.784999870695174,0,0.6807622313499451,0.4484034478664398,0.8256697058677673,0.06753338873386383,-0.1042279303073883,0.5783942341804504,-9.236746905116888e-07,nan,nan,nan,nan
116,5.834999869577587,0,0.8129900097846985,0.5282796025276184,0.997726559638977,0.02034398540854454,-0.1445753276348114,0.3782140016555786,0.13482728600502014,nan,nan,nan,nan
117,5.88499986846,0,0.9608098864555359,0.5896893739700317,1.1074265241622925,-0.02042922005057335,-0.014194495975971222,0.19385980069637299,0.36912277340888977,nan,nan,nan,nan
118,5.9349998673424125,0,1.135084867477417,0.6407292485237122,1.2193835973739624,-0.12574006617069244,0.1807449609041214,0.0450974777340889,0.6159307956695557,nan,nan,nan,nan
119,5.984999866224825,0,1.3025264739990234,0.6826152205467224,1.312036156654358,-0.02736399881541729,0.35443466901779175,-8.542527574206815e-09,0.865791380405426,nan,nan,nan,nan
120,6.034999865107238,0,0.01512477733194828,-0.016141915693879128,-0.05706106126308441,-0.03630753606557846,0.17911028861999512,8.258121408921681e-10,0.22502656280994415,nan,nan,nan,nan
121,6.109999863430858,0,0.054200079292058945,-0.01667432114481926,-0.06188482046127319,-0.03266488015651703,0.15545237064361572,-5.872703567888493e-08,0.47603586316108704,nan,nan,nan,nan
122,6.159999862313271,0,0.11440765857696533,-0.007511932402849197,-0.02828708104789257,-0.02308165282011032,0.07680261880159378,2.952211275442096e-08,0.22583898901939392,nan,nan,nan,nan
123,6.2099998611956835,0,0.2008940577507019,0.006712955888360739,0.022427204996347427,-0.08261330425739288,0.013227651827037334,9.501931685917953e-09,-1.0690703220461728e-06,nan,nan,nan,nan
124,6.259999860078096,0,0.31326448917388916,0.020746693015098572,0.06922334432601929,-0.1641540378332138,-0.04828726500272751,-9.41841626911355e-09,7.318906227737898e-07,nan,nan,nan,nan
125,6.309999858960509,0,0.3232314884662628,0.020504871383309364,0.1016945093870163,-0.21433903276920319,-0.09714603424072266,-0.00010454722360009328,2.3210788640426472e-05,nan,nan,nan,nan
126,6.359999857842922,0,0.32360193133354187,-0.00023864087415859103,0.06555642187595367,-0.24509796500205994,-0.06571853160858154,0.1183248832821846,2.053945354418829e-05,nan,nan,nan,nan
127,6.409999856725335,0,0.3273502588272095,-0.020060498267412186,0.031170669943094254,-0.32352837920188904,-0.03423384204506874,0.31685593724250793,-4.6989207476144657e-05,nan,nan,nan,nan
128,6.459999855607748,0,0.3280227482318878,-0.021231496706604958,0.05563954636454582,-0.5199633836746216,-0.07402633875608444,0.5170401930809021,-7.254783849930391e-05,nan,nan,nan,nan
129,6.509999854490161,0,0.32926973700523376,-0.021492822095751762,0.08185113966464996,-0.7071915864944458,-0.11565526574850082,0.7167553901672363,0.0001614895008970052,nan,nan,nan,nan
130,6.559999853372574,0,0.32944002747535706,-0.035382889211177826,0.07539627701044083,-0.7161847949028015,-0.121513232588768,0.5165767073631287,0.00028457058942876756,nan,nan,nan,nan
131,6.609999852254987,0,0.32947981357574463,-0.051684968173503876,0.06209408491849899,-0.6718625426292419,-0.11927447468042374,0.7091836929321289,0.00023879969376139343,nan,nan,nan,nan
132,6.6599998511374,0,0.3298901617527008,-0.06942356377840042,0.05010809749364853,-0.5704308152198792,-0.12062538415193558,0.9093176126480103,-4.0681090467842296e-05,nan,nan,nan,nan
133,6.709999850019813,0,0.3309963345527649,-0.08755891025066376,0.045109402388334274,-0.443238765001297,-0.1333353966474533,0.7131097912788391,-0.00013998232316225767,nan,nan,nan,nan
134,6.7599998489022255,0,0.33216574788093567,-0.10914742201566696,0.03145456314086914,-0.3209385871887207,-0.13672249019145966,0.5143928527832031,-6.981506157899275e-05,nan,nan,nan,nan
135,6.809999847784638,0,0.3285052478313446,-0.1295926868915558,0.02457873709499836,-0.23599837720394135,-0.1487865149974823,0.3453741669654846,-1.4548927538271528e-06,nan,nan,nan,nan
136,6.859999846667051,0,0.31973645091056824,-0.1532483994960785,0.006335898768156767,-0.14941999316215515,-0.14463958144187927,0.18752025067806244,-3.0193632483133115e-06,nan,nan,nan,nan
137,6.909999845549464,0,0.3169054090976715,-0.17554225027561188,-0.004088701214641333,-0.07530836760997772,-0.12953093647956848,0.03247664123773575,-3.918109086953336e-06,nan,nan,nan,nan
138,6.959999844431877,0,0.3177940547466278,-0.19848290085792542,-0.01600722223520279,-0.06152462586760521,-0.07859212905168533,-4.450880078366026e-05,8.097592399280984e-06,nan,nan,nan,nan
139,7.00999984331429,0,0.31979963183403015,-0.21676112711429596,-0.007191737648099661,-0.09633778035640717,-0.043408818542957306,-2.04404004762182e-05,3.029829031220288e-06,nan,nan,nan,nan
140,7.059999842196703,0,0.3227529227733612,-0.23783807456493378,0.0008754711598157883,-0.1332029104232788,0.010235140100121498,-5.415025952970609e-05,1.2323446753725875e-05,nan,nan,nan,nan
141,7.109999841079116,0,0.32595402002334595,-0.268442839384079,-0.017151249572634697,-0.1399649828672409,0.05781760811805725,-0.00013706048775929958,3.0511824661516584e-05,nan,nan,nan,nan
142,7.159999839961529,0,0.32963553071022034,-0.3075888156890869,-0.07017004489898682,-0.17785607278347015,0.1245870441198349,0.15670491755008698,0.00042594538535922766,nan,nan,nan,nan
143,7.209999838843942,0,0.3290790915489197,-0.32627755403518677,-0.07518438994884491,-0.31112924218177795,0.11125277727842331,0.35618337988853455,5.0593844207469374e-05,nan,nan,nan,nan
144,7.259999837726355,0,0.3273399770259857,-0.32899993658065796,-0.029070796445012093,-0.5099210739135742,0.03570157289505005,0.5537899136543274,-4.759362491313368e-05,nan,nan,nan,nan
145,7.3099998366087675,0,0.32761016488075256,-0.327582448720932,0.029653703793883324,-0.7073209285736084,-0.055010389536619186,0.7531180381774902,-5.34731188963633e-05,nan,nan,nan,nan
146,7.35999983549118,0,0.32862159609794617,-0.3439330756664276,0.040638286620378494,-0.7246821522712708,-0.09119854867458344,0.5548739433288574,0.00021880777785554528,nan,nan,nan,nan
147,7.409999834373593,0,0.32972103357315063,-0.36560317873954773,0.036010339856147766,-0.6718786358833313,-0.10878249257802963,0.7449906468391418,0.00019754965614993125,nan,nan,nan,nan
148,7.459999833256006,0,0.33129462599754333,-0.3910309970378876,0.02613747864961624,-0.5521998405456543,-0.12231890112161636,0.9447624683380127,-6.657284393440932e-05,nan,nan,nan,nan
