step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31]
945,0.8566892743110657,0.5,0.0,0.0,-1.61993408203125,-0.0032818689942359924,-0.00012348942982498556,0.0,0.0,0.0,-8.432274323233457e-11,-1.000000013351432e-10,25.039043426513672,-1.3823298215866089,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.016874238848686218,0.0,35.0486946105957,0.15000000596046448,-0.06433799862861633,-0.128798708319664,0.040172070264816284,-0.09307733178138733,0.028258588165044785,-0.9467479586601257,-2.0,0.0,0.0,0.3778955340385437,-11.225289344787598,-0.11155442893505096,-0.35466283559799194,-0.864983320236206,0.5954222679138184,0.7877344489097595,-0.02059338055551052,-0.039639927446842194,-0.04353375360369682,-0.1385575383901596,0.23077893257141113,0.08715411275625229,-0.3160375654697418,-0.38899192214012146,-0.793259859085083,10.238603591918945,0.6292768716812134,-0.8526403903961182,-0.5224981904029846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,0.8704640865325928,0.5,0.0,0.0,-1.60027277469635,-0.0008013750775717199,-0.0006956040160730481,0.0,0.0,0.0,-8.075192597933878e-11,-1.000000013351432e-10,23.91790008544922,-1.3769571781158447,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.005318697541952133,0.0,35.185001373291016,0.15000000596046448,-0.08435036242008209,-0.10826653987169266,-0.18417471647262573,-0.13610529899597168,-0.0053510889410972595,-1.0066052675247192,-2.0,0.0,0.0,0.3772207498550415,-11.243550300598145,-0.1120009571313858,-0.3881388008594513,-0.8173359632492065,0.613185465335846,0.7383201718330383,-0.024655664339661598,-0.046619635075330734,0.019383013248443604,-0.1649729311466217,0.26884785294532776,0.14161065220832825,-0.19811570644378662,-0.4536775052547455,-0.7186601758003235,10.483131408691406,0.6251281499862671,-0.9238775372505188,-0.3826882243156433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,0.8670750856399536,0.5,0.0,0.0,-1.6003562211990356,-0.0009532755939289927,-0.00022472324781119823,0.0,0.0,0.0,-8.12728426224929e-11,-1.000000013351432e-10,24.0656795501709,-1.3940123319625854,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.0008675268036313355,0.0,35.2618408203125,0.15000000596046448,-0.06303726136684418,0.15794135630130768,0.005817979574203491,-0.14111120998859406,0.03784649446606636,-1.0209519863128662,-2.0,0.0,0.0,0.37823686003685,-11.265791893005371,-0.10545622557401657,-0.4177628755569458,-0.7747945785522461,0.6649563312530518,0.6734965443611145,0.007421380374580622,-0.04776430130004883,-0.029913736507296562,-0.17029981315135956,0.2092893123626709,0.14425128698349,-0.23328228294849396,-0.5058870315551758,-0.6598280668258667,10.586835861206055,0.5507597327232361,-0.9723674058914185,-0.23345591127872467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,0.8720946311950684,0.5,0.0,0.0,-1.600799322128296,-0.0006499175215139985,-9.795041842153296e-05,0.0,0.0,0.0,-8.1271246676895e-11,-1.000000013351432e-10,24.13763999938965,-1.4031181335449219,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-6.84903934597969e-05,0.0,35.29669952392578,0.15000000596046448,-0.14958006143569946,-0.02563336491584778,0.18043987452983856,-0.13222891092300415,-0.009267017245292664,-0.9813939929008484,-2.0,0.0,0.0,0.37186911702156067,-11.269890785217285,-0.10801289975643158,-0.46083691716194153,-0.7194104194641113,0.701582670211792,0.6317226886749268,-0.022358113899827003,-0.10526301711797714,-0.03538612276315689,-0.251653790473938,0.263033002614975,0.17320585250854492,-0.18054364621639252,-0.5478494167327881,-0.6160285472869873,10.514514923095703,0.5210026502609253,-0.9969172477722168,-0.07846033573150635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,0.8412735462188721,0.5,0.0,0.0,-1.613948106765747,-0.0002640563470777124,-0.00023793699801899493,0.0,0.0,0.0,-8.058696071566729e-11,-1.000000013351432e-10,23.439247131347656,-1.3665554523468018,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.00409284234046936,0.0,35.29669952392578,0.15000000596046448,-0.044930487871170044,0.16419844329357147,0.08789195120334625,-0.12712422013282776,0.02687259390950203,-1.0427571535110474,-2.0,0.0,0.0,0.3656827509403229,-11.297008514404297,-0.1173001080751419,-0.5075116157531738,-0.6684985160827637,0.7515965700149536,0.5950348377227783,-0.004187798593193293,-0.11447401344776154,-0.0217891875654459,-0.29703161120414734,0.22062113881111145,0.31370219588279724,-0.09341883659362793,-0.653412938117981,-0.5331524610519409,10.584057807922363,0.5517497658729553,-0.9969178438186646,0.0784522145986557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,0.8011900782585144,0.5,0.0,0.0,-1.6160885095596313,-0.002212132327258587,-0.0003630165592767298,0.0,0.0,0.0,-7.811175317673502e-11,-1.000000013351432e-10,21.900442123413086,-1.3299254179000854,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.06728091835975647,0.0,35.2618408203125,0.15000000596046448,-0.02172750234603882,0.48737913370132446,-0.03376483917236328,-0.05939916893839836,-0.02109931968152523,-0.9922577738761902,-2.0,0.0,0.0,0.3609902858734131,-11.318622589111328,-0.10413890331983566,-0.5649500489234924,-0.6165488362312317,0.8019323945045471,0.5630016922950745,-0.06716828793287277,-0.05284465476870537,0.010627961717545986,-0.3300323486328125,0.3168286085128784,0.27058419585227966,-0.06891949474811554,-0.7430651187896729,-0.46196645498275757,10.435783386230469,0.5169446468353271,-0.9723693132400513,0.23344798386096954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,0.99075847864151,0.5,0.0,0.0,-1.6220914125442505,-0.0027797953225672245,-0.0035419692285358906,0.0,0.0,0.0,-8.394873685091397e-11,-1.000000013351432e-10,27.290454864501953,-1.4563697576522827,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.003073646454140544,0.0,35.18500518798828,0.15000000596046448,0.12275640666484833,-0.006668612360954285,0.029373914003372192,-0.13796129822731018,0.010977879166603088,-0.9835981726646423,-2.0,0.0,0.0,0.3502863943576813,-11.324779510498047,-0.10599587112665176,-0.6233638525009155,-0.5375840067863464,0.8539867997169495,0.49138325452804565,-0.005978334229439497,-0.1447756290435791,-0.0203710924834013,-0.17798788845539093,0.3530445098876953,0.21080341935157776,-0.3967617154121399,-0.6873935461044312,-0.3892197608947754,9.888383865356445,0.30209749937057495,-0.9238806962966919,0.3826807141304016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,0.8801112771034241,0.5,0.0,0.0,-1.60182523727417,-0.0005221117753535509,-0.0005045915022492409,0.0,0.0,0.0,-8.996209333034244e-11,-1.000000013351432e-10,27.145620346069336,-1.4898183345794678,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.0015324357664212584,0.0,35.0487060546875,0.15000000596046448,0.062037184834480286,0.19294576346874237,0.008295610547065735,-0.11205039918422699,0.025754984468221664,-1.044439673423767,-2.0,0.0,0.0,0.35797256231307983,-11.337748527526855,-0.09364984184503555,-0.6665744781494141,-0.4874536097049713,0.9197599291801453,0.4520129859447479,0.0170124601572752,-0.055014241486787796,-0.00022728442854713649,-0.3018658459186554,0.32225117087364197,0.33655568957328796,-0.16080300509929657,-0.8113657236099243,-0.359950453042984,9.726160049438477,0.39107388257980347,-0.852644681930542,0.5224912166595459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,0.9545772075653076,0.5,0.0,0.0,-1.633152961730957,-0.0023239736910909414,-0.010148748755455017,0.0,0.0,0.0,-8.496701259241846e-11,-1.000000013351432e-10,26.717912673950195,-1.6905148029327393,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.00037904875352978706,0.0,34.81589126586914,0.15000000596046448,0.05901877582073212,0.1819598227739334,0.16178260743618011,-0.116977259516716,-0.02666599303483963,-1.0400952100753784,-2.0,0.0,0.0,0.3446950316429138,-11.364709854125977,-0.08905238658189774,-0.735920250415802,-0.4060351550579071,0.9736266732215881,0.3569459915161133,0.007861042395234108,-0.08033182471990585,0.059409238398075104,-0.2134052813053131,0.2698008418083191,0.2595755457878113,-0.37658947706222534,-0.8123010396957397,-0.31376588344573975,8.743219375610352,0.17527616024017334,-0.7604053020477295,0.649448812007904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,0.9740357995033264,0.5,0.0,0.0,-1.6227056980133057,-0.0011787766125053167,-0.019940311089158058,0.0,0.0,0.0,-9.028787439913089e-11,-1.000000013351432e-10,28.46143341064453,-1.8783118724822998,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.0008272794657386839,0.0,34.40552520751953,0.15000000596046448,0.171007439494133,0.32568734884262085,0.10747863352298737,-0.09623654186725616,0.015732187777757645,-0.9956187009811401,-2.0,0.0,0.0,0.3486950695514679,-11.382843971252441,-0.09490886330604553,-0.7945216298103333,-0.36755138635635376,1.0264363288879395,0.30080875754356384,0.048055946826934814,-0.05220669135451317,0.03761491924524307,-0.25018396973609924,0.2575697600841522,0.25239402055740356,-0.3219992518424988,-0.8703259229660034,-0.27304691076278687,7.332949638366699,0.163211390376091,-0.6494516134262085,0.7604029178619385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,0.9976362586021423,0.5,0.0,0.0,-1.611586332321167,-0.0008932691416703165,-0.08119967579841614,0.0,0.0,0.0,-9.416121354854923e-11,-1.000000013351432e-10,29.588085174560547,-2.079580068588257,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.005564636550843716,0.0,33.62113952636719,0.15000000596046448,0.10253851115703583,0.029719367623329163,0.1519421488046646,-0.09306658804416656,0.02541590854525566,-1.0268477201461792,-2.0,0.0,0.0,0.3568938970565796,-11.40305233001709,-0.09190241247415543,-0.8544072508811951,-0.31822338700294495,1.0828739404678345,0.24899716675281525,0.03718048334121704,-0.13469795882701874,0.02337592840194702,-0.2994731366634369,0.2965242862701416,0.2866910994052887,-0.29171112179756165,-0.9515926837921143,-0.21354234218597412,4.485611438751221,0.11334316432476044,-0.52250736951828,0.8526347875595093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,0.9216083288192749,0.5,0.0,0.0,-0.06362322717905045,-0.0009987339144572616,-0.12446262687444687,0.0,0.0,0.0,-9.282623281148261e-11,-1.000000013351432e-10,28.339645385742188,-2.324249744415283,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.14349204301834106,0.36850547790527344,-0.16122592985630035,-0.03812727704644203,0.012895386666059494,-0.9552440643310547,-2.0,0.0,0.0,0.3529243469238281,-11.425127029418945,-0.08243614435195923,-0.9199581742286682,-0.2672964930534363,1.0507729053497314,0.20206692814826965,0.0726880431175232,-0.053444135934114456,0.06960516422986984,-0.38191545009613037,0.29175397753715515,-0.20396094024181366,-0.16975907981395721,-1.1426010131835938,-0.0847865417599678,0.9652349948883057,0.12562629580497742,-0.3826841115951538,0.9238792657852173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,0.9863754510879517,0.5,0.0,0.0,-1.6071863174438477,-0.0023711365647614002,-0.08325345069169998,0.0,-0.022508500143885612,0.0,-8.90859538915656e-11,-1.000000013351432e-10,28.445037841796875,-2.896224021911621,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.05984841287136078,0.3568354845046997,0.005356699228286743,-0.04809330031275749,0.02248207852244377,-0.9723387956619263,-2.0,0.0,0.0,0.3679736256599426,-11.4369535446167,-0.06721048802137375,-1.0002074241638184,-0.18002331256866455,0.9630979299545288,0.11283984780311584,0.0355103500187397,-0.12986138463020325,0.06428933143615723,-0.3355349898338318,0.44614624977111816,-0.35816022753715515,-0.3521406054496765,-1.1766482591629028,0.015410715714097023,-1.9111042022705078,-0.07641097903251648,-0.23345157504081726,0.9723684191703796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,0.988861083984375,0.5,0.0,0.0,-1.6112406253814697,-0.00048119862913154066,-0.0006883534952066839,0.0,0.0,0.0,-9.860299382546955e-11,-1.000000013351432e-10,29.987001419067383,-3.0489652156829834,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.040406033396720886,-0.2918544411659241,-0.14913952350616455,-0.08828581869602203,0.012427803128957748,-1.0220091342926025,-2.0,0.0,0.0,0.3836630880832672,-11.45565414428711,-0.068295419216156,-1.064455509185791,-0.09845313429832458,0.8899790644645691,0.1256801187992096,0.08058517426252365,-0.058768130838871,0.017378170043230057,-0.31423452496528625,0.3640054762363434,-0.42328721284866333,0.10084668546915054,-1.166070580482483,0.0780334398150444,-1.8961820602416992,0.17771339416503906,-0.07845589518547058,0.9969176054000854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,0.940658688545227,0.5,0.0,0.0,-1.88215970993042,-0.0038857636973261833,-0.0011635703267529607,0.0,-0.23418007791042328,0.0,-9.82283698824915e-11,-1.000000013351432e-10,29.477252960205078,-3.5503029823303223,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.04947197437286377,0.6874064803123474,0.003305763006210327,-0.013817984610795975,-0.012317124754190445,-0.9538664221763611,-2.0,0.0,0.0,0.4010445177555084,-11.467440605163574,-0.07143308222293854,-1.1229939460754395,-0.04441072791814804,0.8198804259300232,0.0675526037812233,0.1265178918838501,-0.07254477590322495,0.07614513486623764,-0.19946661591529846,0.17555522918701172,-0.42051777243614197,-0.29393652081489563,-1.1293106079101562,-0.07292633503675461,-2.0489656925201416,-0.0847252756357193,0.07845665514469147,0.9969175457954407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,0.9123765230178833,0.5,0.0,0.0,-1.8100552558898926,-0.0026306763757020235,-0.0013331826776266098,0.0,-0.003448724513873458,0.0,-9.863641847740467e-11,-1.000000013351432e-10,29.68065071105957,-3.4902756214141846,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.02559077739715576,-0.3510059118270874,0.11377491056919098,-0.0751572772860527,-0.040832746773958206,-1.0053315162658691,-2.0,0.0,0.0,0.4172067642211914,-11.494590759277344,-0.06614100188016891,-1.1172082424163818,-0.022784385830163956,0.7243703603744507,0.10650976747274399,0.1137189194560051,-0.11236574500799179,-0.09507496654987335,0.10273446887731552,0.14323662221431732,-0.3877725899219513,0.24874809384346008,-1.0060688257217407,-0.04606126993894577,-2.214292049407959,0.21540001034736633,0.23343747854232788,0.9723718166351318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,0.9944672584533691,0.5,0.0,0.0,-1.9342024326324463,-0.0036064069718122482,-0.0004191176558379084,0.0,0.0,0.0,-1.1057443849438187e-10,-1.000000013351432e-10,28.738393783569336,-3.3424344062805176,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.05999255180358887,-0.14803987741470337,0.11134405434131622,-0.03590717539191246,-0.010107528418302536,-1.0089367628097534,-2.0,0.0,0.0,0.4427589178085327,-11.516077041625977,-0.07620114088058472,-1.0975289344787598,-0.03353710100054741,0.6509381532669067,0.16873911023139954,0.11679654568433762,-0.09464942663908005,0.032470833510160446,0.18189118802547455,-0.12952184677124023,-0.3883229196071625,0.20756523311138153,-0.9006253480911255,-0.21090912818908691,-2.167060136795044,0.2526528239250183,0.3826848268508911,0.9238789677619934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,0.9908432960510254,0.5,0.0,0.0,-1.7182648181915283,-0.001052509993314743,-0.0007486166432499886,0.0,0.0,0.0,-1.0415276280317798e-10,-1.000000013351432e-10,29.644546508789062,-2.9772732257843018,0.0,-0.7317160964012146,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.11967359483242035,-0.2439262866973877,0.00534173846244812,-0.06970776617527008,-0.0011117160320281982,-0.966396152973175,-2.0,0.0,0.0,0.4513309895992279,-11.532604217529297,-0.07354316860437393,-1.040360927581787,-0.08473847061395645,0.5728776454925537,0.25404462218284607,0.11957557499408722,-0.11244654655456543,-0.07256805896759033,0.4025701582431793,-0.3462851941585541,-0.3630499541759491,0.5218998193740845,-0.8108925819396973,-0.2876245975494385,-2.1069960594177246,0.492061972618103,0.5224950313568115,0.8526423573493958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,0.6354219317436218,0.5,0.0,0.0,-3.4210052490234375,-0.021698927506804466,-0.0008617722196504474,0.0,0.0,0.0,-8.940933410306329e-11,-1.000000013351432e-10,24.34344482421875,-3.062974691390991,0.0,-3.068418502807617,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.045345939695835114,0.0,34.40550231933594,0.15000000596046448,-0.13298621773719788,1.1554944515228271,0.04318983852863312,-0.05608627200126648,-0.007277354598045349,-1.0422849655151367,-2.0,0.0,0.0,0.4659777283668518,-11.550557136535645,-0.07522574812173843,-0.9750173091888428,-0.11940442770719528,0.5050427913665771,0.2581369876861572,-0.00405554473400116,-0.027284760028123856,0.0650240108370781,0.4075133800506592,-0.35410431027412415,-0.3391598165035248,0.16257278621196747,-0.742334246635437,-0.37814193964004517,-2.116196393966675,0.7626150250434875,0.649440586566925,0.760412335395813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,0.9214210510253906,0.5,0.0,0.0,-3.396185874938965,-0.0016284352168440819,-0.011106819845736027,0.0,0.0,0.0,-7.407655738811414e-11,-1.000000013351432e-10,22.138442993164062,-2.936669111251831,0.0,-3.068418502807617,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.023281654343008995,0.0,34.81587600708008,0.15000000596046448,0.1333838850259781,0.016394048929214478,0.12065176665782928,-0.09297384321689606,-0.037802912294864655,-0.9892396330833435,-2.0,0.0,0.0,0.4502860903739929,-11.563922882080078,-0.04797179251909256,-0.8756193518638611,-0.1828799992799759,0.43068861961364746,0.303401917219162,-0.11553485691547394,-0.09721086174249649,0.00301266903989017,0.4482593536376953,-0.3365885317325592,-0.3456559479236603,0.31910401582717896,-0.6917043924331665,-0.18445873260498047,-2.8705856800079346,1.4707832336425781,0.7604058384895325,0.6494482159614563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,0.9733726382255554,0.5,0.0,0.0,-3.2523229122161865,-0.0002968413464259356,-0.007244199514389038,0.0,0.0,0.0,-8.813216823000403e-11,-1.000000013351432e-10,27.946992874145508,-2.8805737495422363,0.0,-3.068418502807617,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.029309498146176338,0.0,35.0486946105957,0.15000000596046448,-0.05380982160568237,-0.37651264667510986,0.18095363676548004,-0.07843122631311417,0.04921482875943184,-1.022122859954834,-2.0,0.0,0.0,0.4268476068973541,-11.583873748779297,-0.057570405304431915,-0.7989481687545776,-0.23284147679805756,0.3457646667957306,0.36630094051361084,-0.0228536669164896,-0.12357401847839355,0.01872817985713482,0.4016547203063965,-0.2764832377433777,-0.33307409286499023,0.397449254989624,-0.5848714113235474,-0.30229640007019043,-2.82499361038208,2.305673837661743,0.8526371121406555,0.5225035548210144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,0.9697861671447754,0.5,0.0,0.0,-3.218841552734375,-4.8904577852226794e-05,-0.002539853798225522,0.0,0.0,0.0,-9.156844033020306e-11,-1.000000013351432e-10,28.663137435913086,-2.9128973484039307,0.0,-3.068418502807617,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.04133785143494606,0.0,35.185001373291016,0.15000000596046448,-0.03886514902114868,-0.17391134798526764,-0.1362515538930893,-0.03577880188822746,-0.01731260120868683,-0.9923580288887024,-2.0,0.0,0.0,0.4244096577167511,-11.604146957397461,-0.05783883482217789,-0.7293847799301147,-0.28407028317451477,0.2622164487838745,0.4517356753349304,-0.11675114929676056,-0.10996773093938828,0.015381705947220325,0.43826618790626526,-0.24157659709453583,-0.3603456914424896,0.35824915766716003,-0.5046278238296509,-0.4018125534057617,-2.7959835529327393,2.7922961711883545,0.923880934715271,0.3826799988746643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,0.9989563226699829,0.5,0.0,0.0,-3.226646900177002,-0.00026618741685524583,-0.004085438326001167,0.0,0.0,0.0,-9.409904799806412e-11,-1.000000013351432e-10,29.627269744873047,-3.0266635417938232,0.0,-3.068418502807617,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.05319744721055031,0.0,35.2618408203125,0.15000000596046448,-0.1842709630727768,-0.727515459060669,-0.19232232868671417,-0.10411237180233002,0.00244218111038208,-1.039142370223999,-2.0,0.0,0.0,0.40135958790779114,-11.627947807312012,-0.0821525901556015,-0.6516027450561523,-0.33980199694633484,0.19478338956832886,0.5253950953483582,-0.055270966142416,-0.12590350210666656,-0.01669878326356411,0.3697778284549713,-0.2604265809059143,-0.441364586353302,0.38915085792541504,-0.44803979992866516,-0.40778273344039917,-3.1087095737457275,3.3468306064605713,0.9723694920539856,0.23344725370407104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,0.9382591843605042,0.5,0.0,0.0,-3.203725814819336,-0.0003123910864815116,-0.006113977637141943,0.0,-0.04388093948364258,0.0,-9.398166966878563e-11,-1.000000013351432e-10,28.75957489013672,-3.2109127044677734,0.0,-3.068418502807617,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.07194013148546219,0.0,35.29669952392578,0.15000000596046448,0.03371293842792511,-0.2650126814842224,-0.13849598169326782,-0.05659918859601021,0.02018902823328972,-0.9873941540718079,-2.0,0.0,0.0,0.3827812075614929,-11.649877548217773,-0.07489502429962158,-0.5676381587982178,-0.38950079679489136,0.10862969607114792,0.5946676135063171,-0.07222557067871094,-0.10814913362264633,-0.010226416401565075,0.32625100016593933,-0.29548579454421997,-0.3975309431552887,0.41626212000846863,-0.39242297410964966,-0.557488203048706,-2.444999933242798,3.728121042251587,0.9969167113304138,0.07846666872501373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,0.9553848505020142,0.5,0.0,0.0,-3.207663059234619,-0.00015145189536269754,-0.0018414261285215616,0.0,-0.4427116811275482,0.0,-8.815387309013545e-11,-1.000000013351432e-10,27.636661529541016,-3.4789974689483643,0.0,-3.068418502807617,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.08331666141748428,0.0,35.29669952392578,0.15000000596046448,0.1638955920934677,0.04542982578277588,0.13033176958560944,-0.08945182710886002,0.0054808445274829865,-0.9612666964530945,-2.0,0.0,0.0,0.3735730051994324,-11.655211448669434,-0.07526770979166031,-0.49813345074653625,-0.4707244336605072,0.02296479605138302,0.6826854944229126,-0.01103391032665968,-0.08380178362131119,0.005879521369934082,0.35074931383132935,-0.27815350890159607,-0.3535043001174927,0.4720708429813385,-0.33295559883117676,-0.5873543620109558,-2.6940131187438965,4.071205139160156,0.996917188167572,-0.07846109569072723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,0.9123764038085938,0.5,0.0,0.0,-3.222815990447998,-0.008641780354082584,-0.0006596036837436259,0.0,-0.6981318593025208,0.0,-8.753439639797023e-11,-1.000000013351432e-10,26.834365844726562,-3.66973614692688,0.0,-3.068418502807617,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.032910849899053574,0.0,35.2618408203125,0.15000000596046448,0.17908866703510284,-0.07549625635147095,0.17268531024456024,-0.11276771128177643,0.03133402392268181,-0.9776492118835449,-2.0,0.0,0.0,0.3609435558319092,-11.673849105834961,-0.08218008279800415,-0.4191647171974182,-0.5294280648231506,-0.022905614227056503,0.765751838684082,-0.004209578037261963,-0.09020718187093735,-0.04405733570456505,0.3471018373966217,-0.26251310110092163,0.011925566010177135,0.4731917083263397,-0.29859083890914917,-0.6320549249649048,-2.7520906925201416,4.314943313598633,0.9723708033561707,-0.2334418147802353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,0.8477330207824707,0.5,0.0,0.0,-3.230952501296997,-0.0002295509329997003,-0.0017071155598387122,0.0,-0.6981325149536133,0.0,-8.278656926652417e-11,-1.000000013351432e-10,24.362470626831055,-3.581415891647339,0.0,-3.068418502807617,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.07530974596738815,0.0,35.18500518798828,0.15000000596046448,-0.08559176325798035,-0.14051568508148193,0.12108926475048065,-0.12280814349651337,-0.039875663816928864,-0.9469068646430969,-2.0,0.0,0.0,0.3567509353160858,-11.700277328491211,-0.08668122440576553,-0.3623367249965668,-0.5959733128547668,-0.034552305936813354,0.8492282032966614,-0.014372152276337147,-0.09434551000595093,-0.03733758255839348,0.1982012838125229,-0.3490501642227173,0.03774547204375267,0.45005568861961365,-0.2957678735256195,-0.694652259349823,-2.4027693271636963,4.526508331298828,0.9238830804824829,-0.38267484307289124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,0.7973300218582153,0.5,0.0,0.0,-3.202798843383789,-4.716668263426982e-05,-0.00775943836197257,0.0,-0.6981313228607178,0.0,-7.828882681026883e-11,-1.000000013351432e-10,21.92072868347168,-3.498596668243408,0.0,-3.068418502807617,8.0,0.0,0.0,4.0,59.999996185302734,0.0,0.0,-0.09358824789524078,0.0,35.0487060546875,0.15000000596046448,-0.033364951610565186,0.09453241527080536,0.010046273469924927,-0.06739938259124756,0.018291015177965164,-1.0057778358459473,-2.0,0.0,0.0,0.34482288360595703,-11.707788467407227,-0.08720958977937698,-0.3235255181789398,-0.6599197387695312,-0.03323463723063469,0.9373026490211487,-0.039593812078237534,-0.12082590907812119,0.021721607074141502,0.21975886821746826,-0.4018647372722626,-0.013018113560974598,0.4392699897289276,-0.23936498165130615,-0.8109419941902161,-1.554925799369812,4.727507591247559,0.8526400327682495,-0.5224987864494324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
