step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31]
1355,0.8501814603805542,0.5,0.0,0.0,-1.6936968564987183,-0.00023764676006976515,-0.05142529681324959,0.0,0.0,0.0,-2.1770979116708666e-11,0.0,22.635997772216797,-2.327005624771118,0.0,-0.9662342071533203,8.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.2850390374660492,0.0,33.621150970458984,0.15000000596046448,0.16734348237514496,-0.8884432911872864,0.1381092518568039,-0.06534060835838318,-0.03116094321012497,-0.9885892271995544,0.0,0.0,0.0,0.3556702733039856,-5.871949195861816,-0.0661572813987732,-0.357721209526062,-0.8971608281135559,0.8716272115707397,0.1978023648262024,-0.026527389883995056,-0.0028924643993377686,-0.09833644330501556,-0.10656940937042236,0.0970364436507225,0.3378157615661621,-0.4513026177883148,-0.4339093267917633,-0.8057665228843689,5.011227607727051,-0.1014881432056427,-0.5224985480308533,0.8526401519775391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,0.9992800951004028,0.5,0.0,0.0,-1.782893180847168,-0.0005027547595091164,-0.11895360797643661,0.0,-0.037912726402282715,0.0,-1.2622884508484145e-11,0.0,28.56285285949707,-2.641164541244507,0.0,-0.9662342071533203,8.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.6033626198768616,0.0,31.905532836914062,0.15000000596046448,-0.0957631915807724,-0.18673370778560638,0.1304170936346054,-0.10302691161632538,-0.04997808486223221,-0.9711257815361023,0.0,0.0,0.0,0.34662795066833496,-5.884897232055664,-0.06558074057102203,-0.39401546120643616,-0.8669198155403137,0.9460654854774475,0.10848977416753769,0.012449908070266247,-0.011906079016625881,0.016653871163725853,-0.2280525267124176,0.2074243575334549,0.3589194715023041,-0.47649499773979187,-0.5794767141342163,-0.7070668935775757,1.566866159439087,-0.129838764667511,-0.3826886713504791,0.9238773584365845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,0.9409835338592529,0.5,0.0,0.0,-1.8152353763580322,-0.003451892640441656,-0.18044665455818176,0.0,-0.4530167579650879,0.0,-5.737837722313843e-12,0.0,28.84210968017578,-3.109886884689331,0.0,-0.9662342071533203,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.009621784090995789,-0.4094274640083313,-0.029539108276367188,-0.08241011947393417,0.024220433086156845,-1.0126038789749146,0.0,0.0,0.0,0.3343070447444916,-5.890560626983643,-0.07185060530900955,-0.4156201481819153,-0.7999176383018494,0.8707521557807922,0.01458745263516903,-0.056066181510686874,0.03415922075510025,-0.04155305027961731,-0.17853699624538422,0.3803558945655823,-0.3839748501777649,-0.3161868751049042,-0.6136997938156128,-0.5368751287460327,-2.677485227584839,-0.12655724585056305,-0.23345637321472168,0.9723672866821289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,0.8225133419036865,0.5,0.0,0.0,-1.917787790298462,-0.0008004282135516405,-0.003911492880433798,0.0,-0.6981378197669983,0.0,-1.6239702291254154e-11,0.0,24.393510818481445,-3.4824020862579346,0.0,-0.9662342071533203,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.11060641705989838,-0.7230612635612488,-0.06281793117523193,-0.11396078765392303,-0.037886686623096466,-0.9752943515777588,0.0,0.0,0.0,0.33934229612350464,-5.894160747528076,-0.10357116162776947,-0.47548043727874756,-0.7126740217208862,0.804159939289093,-0.02722022868692875,0.012485879473388195,-0.028106963261961937,-0.05359656736254692,-0.1764151155948639,0.3544977307319641,-0.3560752272605896,0.0028005719650536776,-0.54585862159729,-0.4585060477256775,-3.2920541763305664,-0.17861638963222504,-0.07846080511808395,0.996917188167572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,0.9999502301216125,0.5,0.0,0.0,-1.9715590476989746,-0.0006920435698702931,-0.0009272150346077979,0.0,-0.6981343030929565,0.0,-1.3401875963159338e-11,0.0,28.50230598449707,-3.566216230392456,0.0,-0.9662342071533203,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.17944882810115814,-0.09360041469335556,-0.022087454795837402,-0.13048578798770905,-0.04640590399503708,-0.9883371591567993,0.0,0.0,0.0,0.3437257409095764,-5.890269756317139,-0.09046836197376251,-0.5448938608169556,-0.6511656641960144,0.7185063362121582,-0.03092748299241066,0.03844834491610527,0.04136783629655838,-0.05637258291244507,-0.3576982915401459,0.4059816896915436,-0.39215347170829773,0.01613675430417061,-0.8020085096359253,-0.32035258412361145,-3.220038890838623,-0.12536075711250305,0.0784517452120781,0.9969179034233093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,0.9999651312828064,0.5,0.0,0.0,-1.9493917226791382,-3.5214416129747406e-05,-0.0021071038208901882,0.0,-0.6981318593025208,0.0,-3.295192352488485e-13,0.0,29.99810218811035,-3.682178258895874,0.0,-0.9662342071533203,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.1469516158103943,-0.04659539461135864,-0.04089602828025818,-0.1394248604774475,0.015558931976556778,-1.04063880443573,0.0,0.0,0.0,0.35003411769866943,-5.884457111358643,-0.1013280600309372,-0.6217864155769348,-0.556537926197052,0.6363628506660461,-0.023829234763979912,0.053867220878601074,-0.0016284913290292025,0.01820700243115425,-0.37044593691825867,0.41755804419517517,-0.35910677909851074,0.04133902117609978,-0.8513458967208862,-0.202650249004364,-3.650153398513794,-0.02828402817249298,0.23344752192497253,0.9723694324493408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,0.9942127466201782,0.5,0.0,0.0,-2.377392530441284,-0.0019436924485489726,-0.0014140952844172716,0.0,-0.25067150592803955,0.0,-1.7007750459721582e-12,0.0,29.891868591308594,-3.3341164588928223,0.0,-0.9662342071533203,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.008740022778511047,-0.3347053527832031,-0.1223757341504097,-0.08449108898639679,0.006209127604961395,-0.9638077020645142,0.0,0.0,0.0,0.3666408956050873,-5.8848137855529785,-0.10998709499835968,-0.693573534488678,-0.47789767384529114,0.5665929317474365,0.06277734786272049,0.10137605667114258,0.03371241316199303,-0.026721885427832603,-0.41391488909721375,0.4217817485332489,-0.36115729808807373,0.47010836005210876,-0.9727133512496948,-0.04022068530321121,-3.52903151512146,0.264334499835968,0.3826802670955658,0.9238808751106262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,0.9969432950019836,0.5,0.0,0.0,-2.1298837661743164,-0.0012028987985104322,-0.000319390936056152,0.0,0.0,0.0,-3.392132495033673e-12,0.0,29.810562133789062,-3.169139862060547,0.0,-0.9662342071533203,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.028544366359710693,-0.1574290543794632,-0.1304849088191986,-0.13782088458538055,-0.048817362636327744,-1.0351804494857788,0.0,0.0,0.0,0.3772406578063965,-5.889276504516602,-0.11833862960338593,-0.7855783700942993,-0.4055471420288086,0.4757451117038727,0.14094507694244385,0.05063920095562935,-0.045783668756484985,-0.062411773949861526,-0.35379984974861145,0.4409862160682678,-0.4052724838256836,0.2732495665550232,-1.0319372415542603,-0.004291391000151634,-3.6920864582061768,0.28786736726760864,0.5224907994270325,0.8526449203491211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,0.9882341027259827,0.5,0.0,0.0,-2.6784439086914062,-0.00019893207354471087,-0.006261748727411032,0.0,0.0,0.0,-3.83574118648089e-12,0.0,29.64400291442871,-3.024547576904297,0.0,-0.9662342071533203,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.05114684998989105,-0.45335859060287476,-0.14979544281959534,-0.10926856100559235,-0.0073364004492759705,-0.9568973183631897,0.0,0.0,0.0,0.40064990520477295,-5.8893723487854,-0.12739664316177368,-0.8589215874671936,-0.3290427029132843,0.4089653491973877,0.2303483635187149,0.08444404602050781,-0.020408183336257935,-0.01971588470041752,-0.4230726361274719,0.43088969588279724,-0.3688186705112457,0.49665504693984985,-1.019152283668518,-0.0587635263800621,-3.0766377449035645,0.7821012735366821,0.6494484543800354,0.7604056596755981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,0.9666158556938171,0.5,0.0,0.0,-2.6742117404937744,-0.003437106730416417,-0.0013513803714886308,0.0,0.0,0.0,-6.949080633839033e-12,0.0,28.907594680786133,-3.0038812160491943,0.0,-0.9662342071533203,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.15020222961902618,-0.6871687173843384,0.06214965879917145,-0.13262242078781128,0.003538459539413452,-1.038047194480896,0.0,0.0,0.0,0.4233108162879944,-5.887208461761475,-0.1283390372991562,-0.9088630080223083,-0.260648250579834,0.3186669647693634,0.3459378182888031,0.1326693743467331,0.029502440243959427,-0.018578488379716873,-0.21300029754638672,0.21955512464046478,-0.3521117866039276,0.4690404534339905,-0.8841242790222168,-0.2640712857246399,-2.80865216255188,0.8363040089607239,0.7604026198387146,0.6494519710540771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,0.9878406524658203,0.5,0.0,0.0,-5.007412433624268,-0.14129967987537384,-0.006421017460525036,0.0,0.0,0.0,-7.740123646182706e-12,0.0,29.094276428222656,-3.2361741065979004,0.0,-0.5749940872192383,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.04167083650827408,0.0,35.0486946105957,0.15000000596046448,-0.19911283254623413,0.28090763092041016,0.08333627879619598,-0.15162141621112823,0.039469894021749496,-0.9934541583061218,0.0,0.0,0.0,0.4450545907020569,-5.89410400390625,-0.12885746359825134,-0.9075918793678284,-0.23437978327274323,0.2494785636663437,0.35843193531036377,-0.024575084447860718,0.0031659125816076994,-0.03449266776442528,0.14279840886592865,-0.08884914964437485,-0.4223566949367523,0.0517788790166378,-0.6755512952804565,-0.5062384605407715,-2.0738654136657715,0.8428281545639038,0.8526344895362854,0.5225077867507935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,0.6106053590774536,0.5,0.0,0.0,-3.461399555206299,-0.00529114156961441,-0.018037967383861542,0.0,0.0,0.0,-1.736532792562251e-11,0.0,21.378616333007812,-3.424701452255249,0.0,-0.5749940872192383,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.11641323566436768,0.0,35.18499755859375,0.15000000596046448,-0.13350629806518555,-0.4997251629829407,-0.1955854743719101,-0.1618051677942276,0.046433981508016586,-1.0325435400009155,0.0,0.0,0.0,0.4448830187320709,-5.895992279052734,-0.15681691467761993,-0.8561293482780457,-0.24611961841583252,0.1625318080186844,0.3970657289028168,-0.06332217901945114,-0.07801695168018341,-0.05490376427769661,0.3794894218444824,-0.09023051708936691,-0.37373003363609314,0.28524255752563477,-0.5483388900756836,-0.37630805373191833,-2.2981784343719482,2.1544742584228516,0.923879086971283,0.3826845586299896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,0.8430700898170471,0.5,0.0,0.0,-3.4549930095672607,-0.000691788736730814,-0.010320199653506279,0.0,-0.1462876796722412,0.0,-2.93339866286324e-11,0.0,19.37934684753418,-3.585712194442749,0.0,-0.5749940872192383,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.17386086285114288,0.0,35.2618408203125,0.15000000596046448,-0.025224700570106506,0.0024850964546203613,-0.0891244038939476,-0.16718676686286926,0.0002940334379673004,-0.9710171818733215,0.0,0.0,0.0,0.4285565912723541,-5.90443229675293,-0.16119444370269775,-0.7648995518684387,-0.27518418431282043,0.07831849157810211,0.4677271842956543,-0.04607689008116722,-0.016628393903374672,-0.0405583493411541,0.42140838503837585,-0.24804730713367462,-0.39247938990592957,0.44242730736732483,-0.44297608733177185,-0.4480437636375427,-2.11740779876709,3.1459856033325195,0.9723682999610901,0.23345203697681427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,0.8662595152854919,0.5,0.0,0.0,-3.3939714431762695,-7.287233074748656e-06,-0.004355427343398333,0.0,-0.5464506149291992,0.0,-1.9973092624248068e-11,0.0,23.578824996948242,-3.8185291290283203,0.0,-0.5749940872192383,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.1926364302635193,0.0,35.29669952392578,0.15000000596046448,-0.19347317516803741,0.07085637748241425,0.1480705887079239,-0.13185305893421173,0.021115627139806747,-0.9643897414207458,0.0,0.0,0.0,0.4097559154033661,-5.90868616104126,-0.1506442129611969,-0.6807259321212769,-0.3316477835178375,0.010702311992645264,0.5466716289520264,-0.10849644988775253,0.023577958345413208,-0.023085344582796097,0.400215208530426,-0.26086440682411194,-0.37997087836265564,0.39976736903190613,-0.36908087134361267,-0.4555652439594269,-2.4112014770507812,3.7322542667388916,0.9969175457954407,0.07845636457204819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,0.7305276393890381,0.5,0.0,0.0,-3.316232204437256,-0.0007598611409775913,-0.0025836238637566566,0.0,-0.6981325149536133,0.0,-2.2574149147192024e-11,0.0,20.6857852935791,-3.8423333168029785,0.0,-0.5749940872192383,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.21767239272594452,0.0,35.29669952392578,0.15000000596046448,0.022980868816375732,-0.13559767603874207,0.08564485609531403,-0.1604415774345398,0.025342848151922226,-0.9828354120254517,0.0,0.0,0.0,0.3915266990661621,-5.9207282066345215,-0.14187799394130707,-0.5994287729263306,-0.37635308504104614,-0.027400365099310875,0.6415037512779236,-0.04264822602272034,0.01001057680696249,-0.03078625164926052,0.3798220157623291,-0.20482783019542694,-0.018102262169122696,0.43527132272720337,-0.3233378529548645,-0.47760146856307983,-2.507213830947876,4.228808403015137,0.9969175457954407,-0.07845618575811386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,0.685613751411438,0.5,0.0,0.0,-3.20361065864563,-5.5124404752859846e-05,-0.0012270258739590645,0.0,-0.698133111000061,0.0,-2.909763575920099e-11,0.0,17.325824737548828,-3.726041316986084,0.0,-0.5749940872192383,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.21380293369293213,0.0,35.2618408203125,0.15000000596046448,0.16148419678211212,-0.0015908628702163696,-0.03962929546833038,-0.19473440945148468,0.03128622844815254,-0.9941919445991516,0.0,0.0,0.0,0.3773516118526459,-5.925532817840576,-0.14399078488349915,-0.5357411503791809,-0.4371170401573181,-0.019711410626769066,0.7125446200370789,-0.040493667125701904,-0.02166827954351902,-0.026024533435702324,0.3812611997127533,-0.18740367889404297,0.010036326013505459,0.3806580603122711,-0.3454577326774597,-0.5230662226676941,-2.2482380867004395,4.459194660186768,0.9723719358444214,-0.23343701660633087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,0.7703971862792969,0.5,0.0,0.0,-3.207869052886963,-0.0002818579669110477,-0.0019799855072051287,0.0,-0.6981313228607178,0.0,-2.8645546004679723e-11,0.0,18.630084991455078,-3.6350579261779785,0.0,-0.5749940872192383,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.21439124643802643,0.0,35.18500518798828,0.15000000596046448,0.10756959021091461,0.03973890841007233,0.12285836040973663,-0.1305653303861618,0.007304616272449493,-1.0065746307373047,0.0,0.0,0.0,0.3617798388004303,-5.923046588897705,-0.14367933571338654,-0.46184971928596497,-0.4827654957771301,-0.031206754967570305,0.8031570315361023,-0.03999817371368408,-0.07117552310228348,-0.01895984821021557,0.3122142255306244,-0.21860371530056,0.04347236827015877,0.42769598960876465,-0.30796077847480774,-0.5898013710975647,-1.845807433128357,4.632943153381348,0.9238791465759277,-0.3826843798160553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,0.8662619590759277,0.5,0.0,0.0,-3.2117161750793457,-0.00023091729963198304,-0.004166780039668083,0.0,-0.6981318593025208,0.0,-2.2900088075816782e-11,0.0,22.423038482666016,-3.556697130203247,0.0,-0.5749940872192383,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.20489080250263214,0.0,35.048709869384766,0.15000000596046448,-0.150949165225029,0.2635583281517029,-0.1662685126066208,-0.19698074460029602,-0.02794194407761097,-1.0007448196411133,0.0,0.0,0.0,0.3554985523223877,-5.928829669952393,-0.14033465087413788,-0.376910001039505,-0.5483644008636475,-0.03305096924304962,0.8892850279808044,-0.021984463557600975,-0.0667070671916008,0.015904081985354424,0.2690381705760956,-0.28489601612091064,-0.05257105827331543,0.45804357528686523,-0.2714315950870514,-0.6604281067848206,-1.234387993812561,4.824049949645996,0.8526425957679749,-0.5224946141242981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,0.923243522644043,0.5,0.0,0.0,-2.0352680683135986,-0.00015842862194404006,-0.010210871696472168,0.0,-0.6981366872787476,0.0,-1.7019087528158394e-11,0.0,25.535625457763672,-3.4887585639953613,0.0,-0.5749940872192383,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.20480701327323914,0.0,34.815895080566406,0.15000000596046448,-0.09035908430814743,0.5439073443412781,-0.09250461310148239,-0.1269461065530777,-0.049133241176605225,-0.9961870312690735,0.0,0.0,0.0,0.3579782247543335,-5.926888465881348,-0.1358771026134491,-0.340194433927536,-0.615008533000946,-0.03234918415546417,0.98050856590271,-0.05882500484585762,0.005868470761924982,0.010518974624574184,0.28272342681884766,-0.3538125455379486,0.03295445069670677,0.4440455436706543,-0.23011794686317444,-0.7454914450645447,-0.23397435247898102,4.930431842803955,0.7604126334190369,-0.6494402289390564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,0.8483766317367554,0.5,0.0,0.0,-2.7473716735839844,-0.0007008759421296418,-0.006382929161190987,0.0,-0.30108630657196045,0.0,-1.6587979254079066e-11,0.0,24.60117530822754,-2.98858904838562,0.0,-0.5749940872192383,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.18505898118019104,0.0,34.40553283691406,0.15000000596046448,0.14683349430561066,0.3551209568977356,0.06450758874416351,-0.14451707899570465,-0.04007294774055481,-0.9534065127372742,0.0,0.0,0.0,0.3409460186958313,-5.932063579559326,-0.12926292419433594,-0.28386396169662476,-0.6742919087409973,0.05808623880147934,1.0585217475891113,-0.021595710888504982,0.009232050739228725,0.016248667612671852,0.16396799683570862,-0.2552725374698639,0.39659687876701355,0.4430435597896576,-0.22853246331214905,-0.7582061886787415,0.5648508071899414,4.927741527557373,0.649448573589325,-0.7604055404663086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,0.9298175573348999,0.5,0.0,0.0,-3.2813901901245117,-0.0006569871911779046,-0.020385030657052994,0.0,0.0,0.0,-1.756007492192957e-11,0.0,25.460281372070312,-2.549437999725342,0.0,-0.5749940872192383,8.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.1457722783088684,0.0,33.621150970458984,0.15000000596046448,0.05437706410884857,0.47730082273483276,0.06757213175296783,-0.15065224468708038,0.018446680158376694,-0.9904288053512573,0.0,0.0,0.0,0.34140655398368835,-5.934952259063721,-0.12065315246582031,-0.25789448618888855,-0.737720251083374,0.140630841255188,1.1565122604370117,0.009702670387923717,-0.042139552533626556,0.057910144329071045,0.11031007021665573,-0.31073662638664246,0.3682786524295807,0.4115006923675537,-0.27851447463035583,-0.8107720017433167,1.928742527961731,4.511759281158447,0.5225039720535278,-0.8526368141174316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,0.8922816514968872,0.5,0.0,0.0,-3.2363991737365723,-0.000448541744844988,-0.044930413365364075,0.0,0.0,0.0,-1.484458909961628e-11,0.0,25.805667877197266,-2.1612346172332764,0.0,-0.5749940872192383,8.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.16833508014678955,0.0,31.905532836914062,0.15000000596046448,0.11222662031650543,0.3707743287086487,-0.08327949047088623,-0.07579393684864044,0.046243999153375626,-0.9818072319030762,0.0,0.0,0.0,0.3320629894733429,-5.932291030883789,-0.11049111187458038,-0.25478410720825195,-0.8061884045600891,0.212923064827919,1.2442047595977783,0.01015540398657322,0.024199604988098145,0.01689939573407173,0.051197268068790436,-0.2518541216850281,0.40549108386039734,0.38766995072364807,-0.26475369930267334,-0.8915408849716187,3.95595121383667,3.8979573249816895,0.3826945424079895,-0.9238749146461487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,0.781387448310852,0.5,0.0,0.0,-3.252424716949463,-0.0006531385006383061,-0.03151820972561836,0.0,0.0,0.0,-2.006144556032652e-11,0.0,22.380428314208984,-1.839063286781311,0.0,-0.5749940872192383,8.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.219090074300766,0.0,27.339025497436523,0.15000000596046448,0.08751584589481354,0.03769688308238983,0.1357565075159073,-0.08878450095653534,0.035160649567842484,-0.9827251434326172,0.0,0.0,0.0,0.34672313928604126,-5.944902420043945,-0.0930933728814125,-0.2563909590244293,-0.8624521493911743,0.30109405517578125,1.3338191509246826,-0.02776745893061161,-0.0007660627597942948,-0.026555901393294334,0.03716601803898811,-0.30865025520324707,0.39349696040153503,0.422278493642807,-0.2760274112224579,-0.9365267753601074,5.251764297485352,2.6852996349334717,0.23344770073890686,-0.972369372844696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,0.8285735845565796,0.5,0.0,0.0,-1.6246176958084106,-0.001947446959093213,-0.026580940932035446,0.0,0.0,0.0,-2.357312782474974e-11,0.0,21.589628219604492,-1.6161720752716064,0.0,-0.5749940872192383,8.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.09672825783491135,0.0,13.147878646850586,0.15000000596046448,-0.07609444856643677,0.389495313167572,0.02415764331817627,-0.08266448974609375,-0.022265911102294922,-1.0417348146438599,0.0,0.0,0.0,0.34353145956993103,-5.944145202636719,-0.08886484801769257,-0.23728293180465698,-0.9172891974449158,0.3785804510116577,1.4167628288269043,-0.010532796382904053,-0.03903590515255928,0.04042473062872887,-0.007487887050956488,-0.2987883985042572,0.3503563106060028,0.32170164585113525,-0.22794678807258606,-1.0705902576446533,6.411965370178223,1.5487507581710815,0.07846713811159134,-0.9969167113304138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,0.9284681677818298,0.5,0.0,0.0,-2.108248472213745,-0.00021112282411195338,-0.01127571053802967,0.0,0.0,0.0,-1.845804759037506e-11,0.0,25.124216079711914,-1.4423621892929077,0.0,-0.5749940872192383,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.175028994679451,0.7715464234352112,-0.1440267264842987,-0.06532527506351471,0.03211349621415138,-1.0362757444381714,0.0,0.0,0.0,0.34167227149009705,-5.959874153137207,-0.07306761294603348,-0.25464579463005066,-0.9784526228904724,0.4503856301307678,1.31397545337677,0.004222107119858265,-0.05353771522641182,0.05453348159790039,-0.0397271029651165,-0.2255333513021469,0.3886735439300537,-0.5471833944320679,-0.2239859700202942,-1.1123154163360596,7.225462436676025,0.8675482273101807,-0.07846062630414963,-0.996917188167572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,0.8179972767829895,0.5,0.0,0.0,-1.6721338033676147,-0.002354513155296445,-0.003952211234718561,0.0,0.0,0.0,-1.7137251687171506e-11,0.0,24.00008773803711,-1.3232471942901611,0.0,-0.5749940872192383,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.16866810619831085,0.598903238773346,-0.04429307579994202,-0.051160383969545364,-0.017042990773916245,-1.025760531425476,0.0,0.0,0.0,0.35372424125671387,-5.9465556144714355,-0.07786765694618225,-0.2477555274963379,-1.0091975927352905,0.5410245656967163,1.2181651592254639,0.07725627720355988,0.01969461515545845,0.07529383152723312,-0.03644004091620445,-0.11272349208593369,0.4164174199104309,-0.3189701735973358,-0.31294068694114685,-1.0196741819381714,7.809525012969971,1.0614469051361084,-0.23344135284423828,-0.9723708629608154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,0.8393740057945251,0.5,0.0,0.0,-1.8185665607452393,-0.0006807519821450114,-0.000907552835997194,0.0,0.0,0.0,-2.1815400180758004e-11,0.0,22.461761474609375,-1.2167662382125854,0.0,-0.5749940872192383,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.18251605331897736,0.4650934934616089,-0.14687061309814453,-0.053509265184402466,0.03337739780545235,-0.9879023432731628,0.0,0.0,0.0,0.36466506123542786,-5.96641206741333,-0.05393197387456894,-0.2656683325767517,-1.0189698934555054,0.6084851026535034,1.1337473392486572,0.06954067945480347,-0.05286156013607979,0.07958286255598068,-0.09563802927732468,-0.007501405663788319,0.40600666403770447,-0.45416662096977234,-0.3810688555240631,-1.0004725456237793,7.88671875,0.7789822816848755,-0.3826743960380554,-0.9238832592964172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,0.8488835692405701,0.5,0.0,0.0,-1.6097376346588135,-0.5053822994232178,-0.003795154392719269,0.0,0.0,0.0,-2.06487049680959e-11,0.0,23.06317710876465,-1.1763808727264404,0.0,-5.338525772094727,8.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.24676677584648132,0.0,33.6210823059082,0.15000000596046448,0.07553629577159882,0.7193755507469177,0.07728616893291473,-0.03664689138531685,0.018246110528707504,-1.0173063278198242,0.0,0.0,0.0,0.38372400403022766,-5.967817783355713,-0.05740627646446228,-0.3002084195613861,-1.0440592765808105,0.6659647822380066,1.0355768203735352,0.05897105857729912,-0.034915532916784286,0.056346870958805084,0.024248093366622925,-0.009418144822120667,-0.30074796080589294,-0.3900536596775055,-0.3787491023540497,-1.0201416015625,8.49889087677002,0.8450765609741211,-0.5224984288215637,-0.8526402711868286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,0.8107150793075562,0.5,0.0,0.0,-1.6060879230499268,-0.018750065937638283,-0.00025278000975959003,0.0,0.0,0.0,-2.130452238235936e-11,0.0,22.26784896850586,-1.317804217338562,0.0,-5.338525772094727,8.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.20524191856384277,0.0,34.40549850463867,0.15000000596046448,0.1495658904314041,0.2209520787000656,0.03459279239177704,-0.07007626444101334,-0.01682605966925621,-1.0408905744552612,0.0,0.0,0.0,0.38003259897232056,-5.972982883453369,-0.03942585363984108,-0.2895548939704895,-1.0386288166046143,0.6197479963302612,0.9422200322151184,0.0332731269299984,-0.05377235636115074,0.05243321880698204,-0.024136757478117943,-0.007633736822754145,-0.016474945470690727,-0.38843274116516113,-0.25536224246025085,-1.0512523651123047,8.532999038696289,0.7560684680938721,-0.6494436264038086,-0.7604097723960876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
