step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,curr_x_L,curr_x_R,curr_z_L,curr_z_R,left_target,rcs_phase_with_place,right_target,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31]
10,3.6017691940060104e-08,0.5,0.0,0.0,-5.455256938934326,-3.6465578887145966e-05,-5.797307014465332,0.0,-0.3749997913837433,0.0,7.31048763191744e-11,-1.3454158620529455e-10,4.187441018932425e-11,-1.936523675918579,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,3.11639581328238e-12,-1.2123250320295043e-11,2.1503627004038073e-11,1.295721082511525e-11,-4.991993277081441e-11,0.0,1.079414075483287e-11,-0.04642152786254883,2.267787456512451,0.06448693573474884,0.3312024474143982,0.009347308427095413,-0.9712266325950623,-2.6908316612243652,0.0,0.0,0.26590830087661743,0.0948941707611084,0.31092989444732666,-0.8575080633163452,-0.1953423023223877,0.9323301315307617,-0.007000853773206472,0.19701094925403595,0.10493030399084091,0.24805359542369843,-0.3735417425632477,-0.3572649657726288,0.3966277241706848,-0.03589453920722008,-1.72475266456604,-0.6318351030349731,92.5762710571289,-30.04318618774414,0.9723699688911438,-0.23344527184963226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.147423846414313e-06,0.5,0.0,0.0,-4.390923023223877,-0.004367351531982422,-3.5676662921905518,0.0,-0.37466543912887573,0.0,5.893770194109749e-11,-1.3454158620529455e-10,6.8811347730957095e-09,-2.2474565505981445,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-1.729391505217795e-13,-9.224167436816533e-12,1.8337560636627614e-11,8.224024759806436e-12,-4.663059868792452e-11,0.0,7.895056136630885e-12,0.009378477931022644,1.2379789352416992,0.05892576277256012,0.3456677496433258,0.02504892274737358,-0.9300429224967957,-2.6908316612243652,0.0,0.0,0.3247638940811157,0.11284986883401871,0.34837496280670166,-0.8980950713157654,-0.2772883176803589,0.9980236291885376,-0.006460214965045452,0.2745373547077179,0.04480189085006714,0.09025078266859055,-0.06557924300432205,-0.4225974678993225,0.30821171402931213,-0.0023677260614931583,-0.8119160532951355,-0.7663311958312988,73.98825073242188,-26.818161010742188,0.9238795638084412,-0.3826833963394165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.980499733799661e-08,0.5,0.0,0.0,-5.319956302642822,-0.4868987500667572,-2.7804174423217773,0.0,-0.2723115384578705,0.0,5.0564327030988565e-11,-1.3454158620529455e-10,2.4706328094481478e-09,-2.3038320541381836,0.0,-0.9786812663078308,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027614828199148178,0.0,35.048702239990234,0.15000000596046448,-7.381692479491164e-12,-4.893406426592639e-12,1.5229470462507777e-11,3.837144577772955e-12,-3.9421844261200434e-11,40.80781936645508,3.5642953432474256e-12,-0.09094899147748947,2.193922758102417,-0.04482200741767883,0.3538286089897156,-0.0295228473842144,-0.913266122341156,-2.6908316612243652,0.0,0.0,0.3682001233100891,0.11563562601804733,0.35753652453422546,-0.8483995795249939,-0.33710646629333496,1.046370029449463,0.01538575254380703,0.008557314053177834,0.10584874451160431,0.21261540055274963,0.2640154957771301,-0.3470965027809143,-0.20202599465847015,0.27664685249328613,0.13765448331832886,-0.7559744119644165,57.59543991088867,-23.917179107666016,0.8526402115821838,-0.5224984884262085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.4292821504113817e-07,0.5,0.0,0.0,-4.748621940612793,-0.004562342073768377,-7.392243385314941,0.0,-0.280614972114563,0.0,6.663616186619592e-11,-1.3454158620529455e-10,2.586297564999285e-10,-2.4449939727783203,0.0,-0.9786812663078308,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016682900488376617,0.0,34.815887451171875,0.15000000596046448,-1.8600976661731217e-11,-4.821811786653862e-12,1.8378101124261192e-11,3.851689366757283e-12,-2.820256007896038e-11,40.654720306396484,3.4927013538299523e-12,0.08062119781970978,2.203207492828369,0.041876643896102905,0.33673733472824097,-0.02221752516925335,-0.8882355690002441,-2.6908316612243652,0.0,0.0,0.3610793948173523,0.11445893347263336,0.38794293999671936,-0.7575101852416992,-0.38146740198135376,1.132142424583435,0.02635391615331173,0.05175415426492691,0.08362167328596115,0.19991059601306915,0.4092288017272949,-0.1922663003206253,0.38649898767471313,-0.07826594263315201,-0.19316478073596954,-0.5558591485023499,32.87763595581055,-12.598830223083496,0.760405957698822,-0.649448037147522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3.303005655444502e-13,0.5,0.0,0.0,-5.293078422546387,-0.03456278517842293,-19.211206436157227,0.0,0.0,0.0,9.177562182438592e-11,-1.3454158620529455e-10,4.335148081848926e-15,-2.334426164627075,0.0,-0.9786812663078308,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-2.2724259973738725e-11,-9.732670398776566e-12,1.7669617505267077e-11,4.182316385575868e-12,-2.407927850167635e-11,0.0,8.403560833314394e-12,0.138479545712471,4.890196800231934,0.028873637318611145,0.44758811593055725,0.006854169070720673,-0.8916274309158325,-2.6908316612243652,0.0,0.0,0.3789045512676239,0.15103398263454437,0.47761866450309753,-0.7721139788627625,-0.4591515064239502,1.0633864402770996,0.09926556795835495,0.06257589161396027,0.14080949127674103,0.5101689696311951,-0.3951258957386017,-0.3364255726337433,-0.2998073697090149,0.2726233899593353,-1.6137428283691406,-0.3870757222175598,-1.324378490447998,14.774447441101074,0.649448037147522,-0.760405957698822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00034496854641474783,0.5,0.0,0.0,-6.399999618530273,-9.445437899557874e-05,-188.96115112304688,0.0,0.0,0.0,8.275374829835869e-11,-1.3454158620529455e-10,2.009342248143753e-09,-1.9893653392791748,0.0,-0.9786812663078308,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-2.5464585301504528e-11,-1.972915927850316e-11,1.591965101410686e-11,4.814778350320514e-12,-2.133895143918707e-11,0.0,1.8400047110955775e-11,0.14874909818172455,0.026823505759239197,0.0022951066493988037,0.5075850486755371,0.0480428971350193,-0.8960524201393127,-2.6908316612243652,0.0,0.0,0.39313894510269165,0.14563383162021637,0.4865249991416931,-0.7114537358283997,-0.3972061276435852,0.9860205054283142,0.1781788170337677,0.06471923738718033,0.04154875874519348,-0.03031858801841736,0.41588902473449707,0.3844578266143799,-0.36162394285202026,0.4580058157444,0.21309414505958557,0.22951802611351013,-126.23607635498047,72.1283187866211,0.5224986672401428,-0.8526400923728943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.00017201356240548193,0.5,0.0,0.0,-4.816786289215088,-0.0007515014731325209,-99.96971130371094,0.0,0.0,0.0,9.045639237648118e-12,-1.3454158620529455e-10,4.077112680533901e-05,-1.6880847215652466,0.0,-0.9786812663078308,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-2.8205961871696772e-11,-3.007410639965791e-11,1.3898192492700634e-11,6.553674703618784e-12,-1.8597576603718302e-11,0.0,2.874499076266357e-11,0.05051858723163605,0.03223375976085663,0.07440461218357086,0.4466986656188965,0.013006586581468582,-0.9161284565925598,-2.6908316612243652,0.0,0.0,0.4126242697238922,0.1584179848432541,0.4882003366947174,-0.6438950896263123,-0.3287466764450073,0.8951606750488281,0.28808242082595825,0.12101881951093674,-0.03658932447433472,-0.012322909198701382,0.31408172845840454,0.391832172870636,-0.34209394454956055,0.47702503204345703,-0.522377073764801,0.4823678433895111,-213.43678283691406,121.04051971435547,0.38268351554870605,-0.9238795042037964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.000451438594609499,0.5,0.0,0.0,-5.475265979766846,-3.500721140881069e-05,-108.09912872314453,0.0,0.0,0.0,9.291316847848119e-12,-1.3454158620529455e-10,6.555076834047213e-05,-1.4411664009094238,0.0,-0.9786812663078308,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-3.118847541339065e-11,-3.969202050368992e-11,1.1666584365244148e-11,9.287725102891109e-12,-1.561506132730095e-11,0.0,3.8362906601419056e-11,-0.19655394554138184,0.1190410703420639,-0.1451561003923416,0.4382178783416748,-0.0417957529425621,-0.8535534143447876,-2.6908316612243652,0.0,0.0,0.4323340058326721,0.14501416683197021,0.4803002178668976,-0.5617174506187439,-0.23372305929660797,0.8172461986541748,0.3903890550136566,0.1031731516122818,-0.043506402522325516,-0.020354731008410454,0.4030069410800934,0.3757370114326477,-0.388725608587265,0.5287343263626099,-0.11769621819257736,1.0119086503982544,-307.23870849609375,165.88099670410156,0.23344537615776062,-0.972369909286499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0005373312160372734,0.5,0.0,0.0,-6.399999618530273,-3.46753622579854e-05,-94.49349212646484,0.0,0.0,0.0,3.599304881918286e-12,-1.3454158620529455e-10,0.0001396106817992404,-1.2573055028915405,0.0,-0.9786812663078308,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-3.4242168128750805e-11,-4.8436768484982906e-11,9.222988692214606e-12,1.289051157482568e-11,-1.2561369479302531e-11,0.0,4.710766152160595e-11,0.10580958425998688,0.1413847655057907,0.1063784807920456,0.5116074085235596,0.01423526182770729,-0.9192349910736084,-2.6908316612243652,0.0,0.0,0.44817718863487244,0.14999234676361084,0.48687875270843506,-0.47150126099586487,-0.16546730697155,0.7500011324882507,0.4869155287742615,0.10082731395959854,0.020939743146300316,0.023540867492556572,0.4057639539241791,0.4245535433292389,-0.4185793101787567,0.5233151316642761,0.10892463475465775,1.586103916168213,-393.3392333984375,210.99937438964844,0.07845927774906158,-0.9969173073768616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.000652987917419523,0.5,0.0,0.0,-5.798649787902832,-3.425787508604117e-05,-77.36475372314453,0.0,0.0,0.0,1.93745692232683e-12,-1.3454158620529455e-10,0.00018690172873903066,-1.1333369016647339,0.0,-0.9786812663078308,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-3.733554784779436e-11,-5.6157741651352566e-11,6.566763192245029e-12,1.7217982248296515e-11,-9.467988892897239e-12,0.0,1.821112705080452e-12,-0.13248851895332336,0.00573296844959259,0.10480083525180817,0.4380708336830139,-0.012158457189798355,-0.8948594927787781,-2.6908316612243652,0.0,0.0,0.48141321539878845,0.14761464297771454,0.49283623695373535,-0.3882609009742737,-0.07868485897779465,0.6554990410804749,0.5791981220245361,0.17344729602336884,-0.01665548048913479,-0.040828049182891846,0.37155818939208984,0.39597398042678833,-0.3604517877101898,0.4706193506717682,0.09844053536653519,2.123117685317993,-473.0401916503906,248.20077514648438,-0.07845897972583771,-0.9969173073768616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00037017467548139393,0.5,0.0,0.0,-5.331484794616699,-0.24473753571510315,-59.009742736816406,0.0,0.0,0.0,2.9215622976419553e-12,-1.3454158620529455e-10,0.00012443703599274158,-1.0890955924987793,0.0,-8.120203018188477,-4.0,0.0,0.0,4.0,-39.999996185302734,0.0,0.0,-6.699944496154785,0.0,27.338790893554688,0.15000000596046448,-4.0601015605101765e-11,-6.26751428534078e-11,3.8947911736031404e-12,2.2095379345610233e-11,-6.2025220029515715e-12,245.5769500732422,8.33851043768874e-12,0.11032001674175262,-0.29886260628700256,0.14266474545001984,0.45611584186553955,0.01605070009827614,-0.8426401019096375,-2.6908316612243652,0.0,0.0,0.5091640949249268,0.1443173736333847,0.48644739389419556,-0.3199225068092346,0.005354003980755806,0.5856552124023438,0.6768810749053955,0.1439722776412964,0.030975420027971268,0.02426121197640896,0.3802890479564667,0.36185675859451294,0.10519571602344513,0.5119678974151611,0.09295285493135452,2.616751194000244,-545.590087890625,273.4444580078125,-0.23344531655311584,-0.972369909286499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,9.546902219881304e-06,0.5,0.0,0.0,-4.812989711761475,-0.0007389888633042574,-41.206512451171875,0.0,0.0,0.0,1.7785347847243393e-11,-1.3454158620529455e-10,3.2091584216686897e-06,-1.2285404205322266,0.0,-8.120203018188477,-4.0,0.0,0.0,4.0,-39.999996185302734,0.0,0.0,-3.266737937927246,0.0,31.90545082092285,0.15000000596046448,-4.477765380705989e-11,-6.72912628396638e-11,3.745333904126014e-12,2.7841333405387303e-11,-2.025884451514748e-12,307.6917724609375,1.295462868922126e-11,-0.07440049946308136,0.14953197538852692,-0.16242888569831848,0.4236973524093628,-0.02259691245853901,-0.8961544036865234,-2.6908316612243652,0.0,0.0,0.5262840986251831,0.16311337053775787,0.4759639501571655,-0.25465458631515503,0.07511720061302185,0.6019492745399475,0.7691245079040527,0.16872718930244446,0.06550659984350204,-0.033139776438474655,0.31182679533958435,0.40578222274780273,-0.009252232499420643,0.4523646831512451,-0.1560077667236328,3.10587477684021,-608.6175537109375,285.60540771484375,-0.3826834559440613,-0.9238795042037964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1.456042397762758e-09,0.5,0.0,0.0,-4.943601608276367,-0.002135937102138996,-24.700092315673828,0.0,0.0,0.0,5.7671808301185123e-11,-1.3454158620529455e-10,1.2020269501977765e-10,-1.471895456314087,0.0,-8.120203018188477,-4.0,0.0,0.0,4.0,-39.999996185302734,0.0,0.0,-0.5990146398544312,0.0,33.62111282348633,0.15000000596046448,-4.704940256838874e-11,-7.08693659312587e-11,3.563585841345751e-12,3.5272836734767665e-11,2.458661800628509e-13,327.7398681640625,1.653273525026311e-11,-0.009333759546279907,1.3542038202285767,-0.14850078523159027,0.512618899345398,-0.026007626205682755,-0.8370636105537415,-2.6908316612243652,0.0,0.0,0.5642153024673462,0.17959460616111755,0.4935154914855957,-0.23878556489944458,0.15746770799160004,0.6272124648094177,0.8602514863014221,0.15033665299415588,0.09539064019918442,0.13285674154758453,-0.11041124165058136,0.34312090277671814,0.15494833886623383,0.4374840259552002,-0.38251397013664246,3.5137948989868164,-658.2850952148438,283.89453125,-0.5224984288215637,-0.8526402711868286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
